ID,BattingTeam,innings,bowling_team,bowler,overs,wickets,runs_conceeded,Balls_Bowled,Econ,Avg,Strike_Rate,noballs,wides,Season,City
501212,Deccan Chargers,1,Kings XI Punjab,VS Malik,2,0,13,12,6.5,0.0,0.0,0,0,2011,Hyderabad
501212,Kings XI Punjab,2,Deccan Chargers,A Mishra,4,2,28,24,7.0,14.0,12.0,0,0,2011,Hyderabad
501212,Kings XI Punjab,2,Deccan Chargers,DT Christian,3,0,28,16,9.33,0.0,0.0,0,0,2011,Hyderabad
501212,Kings XI Punjab,2,Deccan Chargers,DW Steyn,3,0,24,20,8.0,0.0,0.0,1,1,2011,Hyderabad
501212,Kings XI Punjab,2,Deccan Chargers,I Sharma,4,0,23,26,5.75,0.0,0.0,1,1,2011,Hyderabad
501212,Kings XI Punjab,2,Deccan Chargers,JP Duminy,2,0,21,14,10.5,0.0,0.0,0,2,2011,Hyderabad
501212,Kings XI Punjab,2,Deccan Chargers,MS Gony,2,0,35,13,17.5,0.0,0.0,0,1,2011,Hyderabad
501213,Delhi Daredevils,2,Pune Warriors,AA Jhunjhunwala,1,0,11,7,11.0,0.0,0.0,0,1,2011,Mumbai
501213,Delhi Daredevils,2,Pune Warriors,AC Thomas,2,0,22,12,11.0,0.0,0.0,0,0,2011,Mumbai
501213,Delhi Daredevils,2,Pune Warriors,JD Ryder,4,1,34,20,8.5,34.0,20.0,0,0,2011,Mumbai
501213,Delhi Daredevils,2,Pune Warriors,R Sharma,4,1,29,24,7.25,29.0,24.0,0,0,2011,Mumbai
501213,Delhi Daredevils,2,Pune Warriors,SB Wagh,3,0,38,20,12.67,0.0,0.0,0,2,2011,Mumbai
501213,Delhi Daredevils,2,Pune Warriors,WD Parnell,2,0,27,14,13.5,0.0,0.0,0,2,2011,Mumbai
501213,Delhi Daredevils,2,Pune Warriors,Yuvraj Singh,4,4,29,24,7.25,7.25,6.0,0,0,2011,Mumbai
501213,Pune Warriors,1,Delhi Daredevils,AB Dinda,4,2,42,25,10.5,21.0,12.5,0,1,2011,Mumbai
501213,Pune Warriors,1,Delhi Daredevils,IK Pathan,3,0,29,19,9.67,0.0,0.0,0,1,2011,Mumbai
501213,Pune Warriors,1,Delhi Daredevils,JR Hopes,4,1,26,25,6.5,26.0,25.0,0,1,2011,Mumbai
501213,Pune Warriors,1,Delhi Daredevils,S Nadeem,4,2,39,25,9.75,19.5,12.5,0,1,2011,Mumbai
501213,Pune Warriors,1,Delhi Daredevils,UT Yadav,4,0,36,26,9.0,0.0,0.0,1,1,2011,Mumbai
501213,Pune Warriors,1,Delhi Daredevils,Y Venugopal Rao,1,0,14,6,14.0,0.0,0.0,0,0,2011,Mumbai
501214,Kolkata Knight Riders,2,Rajasthan Royals,A Singh,1,0,7,6,7.0,0.0,0.0,0,0,2011,Kolkata
501214,Kolkata Knight Riders,2,Rajasthan Royals,SK Trivedi,1,0,8,6,8.0,0.0,0.0,0,0,2011,Kolkata
501214,Kolkata Knight Riders,2,Rajasthan Royals,SK Warne,4,1,17,24,4.25,17.0,24.0,0,0,2011,Kolkata
501214,Kolkata Knight Riders,2,Rajasthan Royals,SR Watson,4,0,20,25,5.0,0.0,0.0,0,1,2011,Kolkata
501214,Kolkata Knight Riders,2,Rajasthan Royals,SW Tait,4,1,29,28,7.25,29.0,28.0,2,3,2011,Kolkata
501214,Rajasthan Royals,1,Kolkata Knight Riders,B Lee,3,1,12,15,4.0,12.0,15.0,1,0,2011,Kolkata
501214,Rajasthan Royals,1,Kolkata Knight Riders,Iqbal Abdulla,3,1,18,19,6.0,18.0,19.0,0,1,2011,Kolkata
501214,Rajasthan Royals,1,Kolkata Knight Riders,L Balaji,3,3,15,18,5.0,5.0,6.0,0,0,2011,Kolkata
501214,Rajasthan Royals,1,Kolkata Knight Riders,R Bhatia,1,0,4,6,4.0,0.0,0.0,0,0,2011,Kolkata
501214,Rajasthan Royals,1,Kolkata Knight Riders,Shakib Al Hasan,4,2,21,24,5.25,10.5,12.0,0,0,2011,Kolkata
501214,Rajasthan Royals,1,Kolkata Knight Riders,YK Pathan,2,1,10,14,5.0,10.0,14.0,0,2,2011,Kolkata
501215,Chennai Super Kings,1,Kochi Tuskers Kerala,NLTC Perera,4,1,32,25,8.0,32.0,25.0,0,1,2011,Kochi
501215,Chennai Super Kings,1,Kochi Tuskers Kerala,R Vinay Kumar,3,0,16,18,5.33,0.0,0.0,0,0,2011,Kochi
501215,Chennai Super Kings,1,Kochi Tuskers Kerala,RA Jadeja,1,0,14,6,14.0,0.0,0.0,0,0,2011,Kochi
501215,Chennai Super Kings,1,Kochi Tuskers Kerala,RP Singh,4,1,24,25,6.0,24.0,25.0,0,1,2011,Kochi
501215,Chennai Super Kings,1,Kochi Tuskers Kerala,RR Powar,3,0,24,18,8.0,0.0,0.0,0,0,2011,Kochi
501215,Chennai Super Kings,1,Kochi Tuskers Kerala,RV Gomez,2,1,20,12,10.0,20.0,12.0,0,0,2011,Kochi
501215,Kochi Tuskers Kerala,2,Chennai Super Kings,DE Bollinger,3,1,18,18,6.0,18.0,18.0,0,0,2011,Kochi
501215,Kochi Tuskers Kerala,2,Chennai Super Kings,JA Morkel,2,0,17,12,8.5,0.0,0.0,0,0,2011,Kochi
501215,Kochi Tuskers Kerala,2,Chennai Super Kings,R Ashwin,4,2,31,24,7.75,15.5,12.0,0,0,2011,Kochi
501215,Kochi Tuskers Kerala,2,Chennai Super Kings,SB Jakati,3,0,30,18,10.0,0.0,0.0,0,0,2011,Kochi
501215,Kochi Tuskers Kerala,2,Chennai Super Kings,TG Southee,3,0,38,20,12.67,0.0,0.0,0,2,2011,Kochi
501216,Deccan Chargers,1,Delhi Daredevils,AB Dinda,4,1,33,24,8.25,33.0,24.0,0,0,2011,Delhi
501216,Deccan Chargers,1,Delhi Daredevils,IK Pathan,4,1,28,25,7.0,28.0,25.0,0,1,2011,Delhi
501216,Deccan Chargers,1,Delhi Daredevils,JR Hopes,4,1,36,24,9.0,36.0,24.0,0,0,2011,Delhi
501216,Deccan Chargers,1,Delhi Daredevils,M Morkel,4,0,31,25,7.75,0.0,0.0,0,1,2011,Delhi
501216,Deccan Chargers,1,Delhi Daredevils,S Nadeem,3,1,25,18,8.33,25.0,18.0,0,0,2011,Delhi
501216,Deccan Chargers,1,Delhi Daredevils,Y Nagar,1,0,13,6,13.0,0.0,0.0,0,0,2011,Delhi
501216,Delhi Daredevils,2,Deccan Chargers,A Mishra,4,1,30,24,7.5,30.0,24.0,0,0,2011,Delhi
501216,Delhi Daredevils,2,Deccan Chargers,DT Christian,4,2,38,24,9.5,19.0,12.0,0,0,2011,Delhi
501216,Delhi Daredevils,2,Deccan Chargers,DW Steyn,4,0,24,25,6.0,0.0,0.0,0,1,2011,Delhi
501216,Delhi Daredevils,2,Deccan Chargers,Harmeet Singh,4,2,27,25,6.75,13.5,12.5,0,1,2011,Delhi
501216,Delhi Daredevils,2,Deccan Chargers,PP Ojha,3,1,25,18,8.33,25.0,18.0,0,0,2011,Delhi
501216,Delhi Daredevils,2,Deccan Chargers,S Dhawan,1,1,7,6,7.0,7.0,6.0,0,0,2011,Delhi
501218,Mumbai Indians,2,Pune Warriors,AC Thomas,4,1,16,24,4.0,16.0,24.0,0,0,2011,Mumbai
501218,Mumbai Indians,2,Pune Warriors,JD Ryder,2,0,15,12,7.5,0.0,0.0,0,0,2011,Mumbai
501218,Mumbai Indians,2,Pune Warriors,M Kartik,4,0,29,25,7.25,0.0,0.0,0,1,2011,Mumbai
501218,Mumbai Indians,2,Pune Warriors,R Sharma,3,1,14,18,4.67,14.0,18.0,0,0,2011,Mumbai
501218,Mumbai Indians,2,Pune Warriors,SB Wagh,2,1,11,12,5.5,11.0,12.0,0,0,2011,Mumbai
501218,Mumbai Indians,2,Pune Warriors,WD Parnell,4,0,28,24,7.0,0.0,0.0,0,0,2011,Mumbai
501218,Mumbai Indians,2,Pune Warriors,Yuvraj Singh,1,0,5,6,5.0,0.0,0.0,0,0,2011,Mumbai
501218,Pune Warriors,1,Mumbai Indians,AG Murtaza,4,2,18,24,4.5,9.0,12.0,0,0,2011,Mumbai
501218,Pune Warriors,1,Mumbai Indians,AN Ahmed,3,2,13,18,4.33,6.5,9.0,0,0,2011,Mumbai
501218,Pune Warriors,1,Mumbai Indians,JEC Franklin,3,1,32,20,10.67,32.0,20.0,2,0,2011,Mumbai
501218,Pune Warriors,1,Mumbai Indians,KA Pollard,1,0,13,7,13.0,0.0,0.0,1,0,2011,Mumbai
501218,Pune Warriors,1,Mumbai Indians,MM Patel,3,3,8,14,2.67,2.67,4.67,0,0,2011,Mumbai
501218,Pune Warriors,1,Mumbai Indians,SL Malinga,4,2,28,26,7.0,14.0,13.0,1,1,2011,Mumbai
501219,Kochi Tuskers Kerala,1,Kolkata Knight Riders,B Lee,4,1,33,25,8.25,33.0,25.0,0,1,2011,Kolkata
501219,Kochi Tuskers Kerala,1,Kolkata Knight Riders,Iqbal Abdulla,4,0,23,24,5.75,0.0,0.0,0,0,2011,Kolkata
501219,Kochi Tuskers Kerala,1,Kolkata Knight Riders,L Balaji,4,0,24,26,6.0,0.0,0.0,0,2,2011,Kolkata
501219,Kochi Tuskers Kerala,1,Kolkata Knight Riders,Shakib Al Hasan,4,3,28,24,7.0,9.33,8.0,0,0,2011,Kolkata
501219,Kochi Tuskers Kerala,1,Kolkata Knight Riders,YK Pathan,4,3,20,24,5.0,6.67,8.0,0,0,2011,Kolkata
501219,Kolkata Knight Riders,2,Kochi Tuskers Kerala,M Muralitharan,4,1,22,25,5.5,22.0,25.0,0,1,2011,Kolkata
501219,Kolkata Knight Riders,2,Kochi Tuskers Kerala,R Vinay Kumar,4,1,21,24,5.25,21.0,24.0,0,0,2011,Kolkata
501219,Kolkata Knight Riders,2,Kochi Tuskers Kerala,RA Jadeja,4,2,25,25,6.25,12.5,12.5,0,1,2011,Kolkata
501219,Kolkata Knight Riders,2,Kochi Tuskers Kerala,RP Singh,4,2,25,24,6.25,12.5,12.0,0,0,2011,Kolkata
501219,Kolkata Knight Riders,2,Kochi Tuskers Kerala,RR Powar,4,1,29,24,7.25,29.0,24.0,0,0,2011,Kolkata
501220,Kings XI Punjab,1,Rajasthan Royals,AL Menaria,1,0,7,6,7.0,0.0,0.0,0,0,2011,Chandigarh
501220,Kings XI Punjab,1,Rajasthan Royals,AS Raut,1,0,8,6,8.0,0.0,0.0,0,0,2011,Chandigarh
501220,Kings XI Punjab,1,Rajasthan Royals,SK Trivedi,4,0,59,28,14.75,0.0,0.0,2,2,2011,Chandigarh
501220,Kings XI Punjab,1,Rajasthan Royals,SK Warne,4,1,50,24,12.5,50.0,24.0,0,0,2011,Chandigarh
501220,Kings XI Punjab,1,Rajasthan Royals,SR Watson,4,2,24,24,6.0,12.0,12.0,0,0,2011,Chandigarh
501220,Kings XI Punjab,1,Rajasthan Royals,STR Binny,2,0,18,13,9.0,0.0,0.0,0,1,2011,Chandigarh
501220,Kings XI Punjab,1,Rajasthan Royals,SW Tait,4,3,23,27,5.75,7.67,9.0,1,2,2011,Chandigarh
501220,Rajasthan Royals,2,Kings XI Punjab,AM Nayar,1,0,3,6,3.0,0.0,0.0,0,0,2011,Chandigarh
501220,Rajasthan Royals,2,Kings XI Punjab,BA Bhatt,3,2,20,18,6.67,10.0,9.0,0,0,2011,Chandigarh
501220,Rajasthan Royals,2,Kings XI Punjab,P Kumar,4,2,22,24,5.5,11.0,12.0,0,0,2011,Chandigarh
501220,Rajasthan Royals,2,Kings XI Punjab,PC Valthaty,2,0,19,12,9.5,0.0,0.0,0,0,2011,Chandigarh
501220,Rajasthan Royals,2,Kings XI Punjab,PP Chawla,4,1,24,24,6.0,24.0,24.0,0,0,2011,Chandigarh
501220,Rajasthan Royals,2,Kings XI Punjab,R McLaren,2,1,24,12,12.0,24.0,12.0,0,0,2011,Chandigarh
501220,Rajasthan Royals,2,Kings XI Punjab,RJ Harris,4,1,34,25,8.5,34.0,25.0,0,1,2011,Chandigarh
501221,Chennai Super Kings,2,Mumbai Indians,AN Ahmed,2,0,19,13,9.5,0.0,0.0,0,1,2011,Mumbai
501221,Chennai Super Kings,2,Mumbai Indians,Harbhajan Singh,4,5,18,25,4.5,3.6,5.0,0,1,2011,Mumbai
501221,Chennai Super Kings,2,Mumbai Indians,KA Pollard,4,1,30,27,7.5,30.0,27.0,1,2,2011,Mumbai
501221,Chennai Super Kings,2,Mumbai Indians,MM Patel,4,1,40,25,10.0,40.0,25.0,0,1,2011,Mumbai
501221,Chennai Super Kings,2,Mumbai Indians,R Sathish,1,0,13,6,13.0,0.0,0.0,0,0,2011,Mumbai
501221,Chennai Super Kings,2,Mumbai Indians,RG Sharma,1,0,15,6,15.0,0.0,0.0,0,0,2011,Mumbai
501221,Chennai Super Kings,2,Mumbai Indians,SL Malinga,4,2,20,27,5.0,10.0,13.5,0,3,2011,Mumbai
501221,Mumbai Indians,1,Chennai Super Kings,DE Bollinger,4,2,31,26,7.75,15.5,13.0,0,2,2011,Mumbai
501221,Mumbai Indians,1,Chennai Super Kings,JA Morkel,4,1,19,24,4.75,19.0,24.0,0,0,2011,Mumbai
501221,Mumbai Indians,1,Chennai Super Kings,Joginder Sharma,3,0,34,20,11.33,0.0,0.0,0,2,2011,Mumbai
501221,Mumbai Indians,1,Chennai Super Kings,R Ashwin,4,0,26,25,6.5,0.0,0.0,0,1,2011,Mumbai
501221,Mumbai Indians,1,Chennai Super Kings,S Randiv,3,1,31,21,10.33,31.0,21.0,0,3,2011,Mumbai
501221,Mumbai Indians,1,Chennai Super Kings,SK Raina,2,0,22,12,11.0,0.0,0.0,0,0,2011,Mumbai
501222,Kolkata Knight Riders,1,Royal Challengers Bangalore,CH Gayle,2,0,9,13,4.5,0.0,0.0,1,0,2011,Kolkata
501222,Kolkata Knight Riders,1,Royal Challengers Bangalore,DL Vettori,4,1,28,25,7.0,28.0,25.0,0,1,2011,Kolkata
501222,Kolkata Knight Riders,1,Royal Challengers Bangalore,J Syed Mohammad,4,1,20,24,5.0,20.0,24.0,0,0,2011,Kolkata
501222,Kolkata Knight Riders,1,Royal Challengers Bangalore,S Aravind,3,2,37,19,12.33,18.5,9.5,0,1,2011,Kolkata
501222,Kolkata Knight Riders,1,Royal Challengers Bangalore,TM Dilshan,2,0,15,13,7.5,0.0,0.0,0,1,2011,Kolkata
501222,Kolkata Knight Riders,1,Royal Challengers Bangalore,V Kohli,1,0,9,6,9.0,0.0,0.0,0,0,2011,Kolkata
501222,Kolkata Knight Riders,1,Royal Challengers Bangalore,Z Khan,4,0,53,29,13.25,0.0,0.0,0,5,2011,Kolkata
501222,Royal Challengers Bangalore,2,Kolkata Knight Riders,Iqbal Abdulla,2,0,12,13,6.0,0.0,0.0,0,1,2011,Kolkata
501222,Royal Challengers Bangalore,2,Kolkata Knight Riders,JD Unadkat,3,0,24,18,8.0,0.0,0.0,0,0,2011,Kolkata
501222,Royal Challengers Bangalore,2,Kolkata Knight Riders,L Balaji,4,1,43,27,10.75,43.0,27.0,0,3,2011,Kolkata
501222,Royal Challengers Bangalore,2,Kolkata Knight Riders,MK Tiwary,1,0,14,6,14.0,0.0,0.0,0,0,2011,Kolkata
501222,Royal Challengers Bangalore,2,Kolkata Knight Riders,R Bhatia,3,0,28,18,9.33,0.0,0.0,0,0,2011,Kolkata
501222,Royal Challengers Bangalore,2,Kolkata Knight Riders,Shakib Al Hasan,3,0,29,13,9.67,0.0,0.0,0,0,2011,Kolkata
501222,Royal Challengers Bangalore,2,Kolkata Knight Riders,YK Pathan,3,0,25,18,8.33,0.0,0.0,0,0,2011,Kolkata
501223,Delhi Daredevils,1,Kings XI Punjab,AM Nayar,2,1,22,12,11.0,22.0,12.0,0,0,2011,Delhi
501223,Delhi Daredevils,1,Kings XI Punjab,DJ Hussey,1,1,19,6,19.0,19.0,6.0,0,0,2011,Delhi
501223,Delhi Daredevils,1,Kings XI Punjab,P Kumar,4,1,45,27,11.25,45.0,27.0,0,3,2011,Delhi
501223,Delhi Daredevils,1,Kings XI Punjab,PC Valthaty,1,0,13,6,13.0,0.0,0.0,0,0,2011,Delhi
501223,Delhi Daredevils,1,Kings XI Punjab,PP Chawla,4,1,36,24,9.0,36.0,24.0,0,0,2011,Delhi
501223,Delhi Daredevils,1,Kings XI Punjab,RJ Harris,4,0,48,25,12.0,0.0,0.0,0,1,2011,Delhi
501223,Delhi Daredevils,1,Kings XI Punjab,SJ Srivastava,4,0,46,26,11.5,0.0,0.0,0,2,2011,Delhi
501223,Kings XI Punjab,2,Delhi Daredevils,AB Agarkar,4,2,47,25,11.75,23.5,12.5,0,1,2011,Delhi
501223,Kings XI Punjab,2,Delhi Daredevils,IK Pathan,3,1,26,18,8.67,26.0,18.0,0,0,2011,Delhi
501223,Kings XI Punjab,2,Delhi Daredevils,JR Hopes,4,1,43,24,10.75,43.0,24.0,0,0,2011,Delhi
501223,Kings XI Punjab,2,Delhi Daredevils,M Morkel,4,1,32,26,8.0,32.0,26.0,2,0,2011,Delhi
501223,Kings XI Punjab,2,Delhi Daredevils,VR Aaron,4,1,36,24,9.0,36.0,24.0,0,0,2011,Delhi
501223,Kings XI Punjab,2,Delhi Daredevils,Y Nagar,1,0,16,6,16.0,0.0,0.0,0,0,2011,Delhi
501224,Deccan Chargers,2,Mumbai Indians,AN Ahmed,4,0,27,25,6.75,0.0,0.0,0,1,2011,Hyderabad
501224,Deccan Chargers,2,Mumbai Indians,Harbhajan Singh,4,0,27,24,6.75,0.0,0.0,0,0,2011,Hyderabad
501224,Deccan Chargers,2,Mumbai Indians,KA Pollard,2,1,20,14,10.0,20.0,14.0,0,2,2011,Hyderabad
501224,Deccan Chargers,2,Mumbai Indians,MM Patel,4,1,35,24,8.75,35.0,24.0,0,0,2011,Hyderabad
501224,Deccan Chargers,2,Mumbai Indians,R Sathish,2,0,12,12,6.0,0.0,0.0,0,0,2011,Hyderabad
501224,Deccan Chargers,2,Mumbai Indians,SL Malinga,4,3,9,24,2.25,3.0,8.0,0,0,2011,Hyderabad
501224,Mumbai Indians,1,Deccan Chargers,A Mishra,4,2,14,24,3.5,7.0,12.0,0,0,2011,Hyderabad
501224,Mumbai Indians,1,Deccan Chargers,DT Christian,4,0,48,24,12.0,0.0,0.0,0,0,2011,Hyderabad
501224,Mumbai Indians,1,Deccan Chargers,DW Steyn,4,0,39,24,9.75,0.0,0.0,0,0,2011,Hyderabad
501224,Mumbai Indians,1,Deccan Chargers,I Sharma,4,1,39,25,9.75,39.0,25.0,0,1,2011,Hyderabad
501224,Mumbai Indians,1,Deccan Chargers,PP Ojha,4,1,29,25,7.25,29.0,25.0,0,1,2011,Hyderabad
501225,Kochi Tuskers Kerala,1,Rajasthan Royals,A Singh,4,1,26,25,6.5,26.0,25.0,0,1,2011,Jaipur
501225,Kochi Tuskers Kerala,1,Rajasthan Royals,J Botha,4,1,19,25,4.75,19.0,25.0,0,1,2011,Jaipur
501225,Kochi Tuskers Kerala,1,Rajasthan Royals,SK Trivedi,4,3,20,24,5.0,6.67,8.0,0,0,2011,Jaipur
501225,Kochi Tuskers Kerala,1,Rajasthan Royals,SK Warne,4,3,16,24,4.0,5.33,8.0,0,0,2011,Jaipur
501225,Kochi Tuskers Kerala,1,Rajasthan Royals,SR Watson,4,0,24,25,6.0,0.0,0.0,1,0,2011,Jaipur
501225,Rajasthan Royals,2,Kochi Tuskers Kerala,M Muralitharan,4,0,28,20,7.0,0.0,0.0,0,1,2011,Jaipur
501225,Rajasthan Royals,2,Kochi Tuskers Kerala,NLTC Perera,2,0,11,12,5.5,0.0,0.0,0,0,2011,Jaipur
501225,Rajasthan Royals,2,Kochi Tuskers Kerala,R Vinay Kumar,3,0,27,18,9.0,0.0,0.0,0,0,2011,Jaipur
501225,Rajasthan Royals,2,Kochi Tuskers Kerala,RA Jadeja,3,1,24,18,8.0,24.0,18.0,0,0,2011,Jaipur
501225,Rajasthan Royals,2,Kochi Tuskers Kerala,RP Singh,2,0,11,12,5.5,0.0,0.0,0,0,2011,Jaipur
501225,Rajasthan Royals,2,Kochi Tuskers Kerala,RV Gomez,1,0,9,6,9.0,0.0,0.0,0,0,2011,Jaipur
501226,Chennai Super Kings,1,Pune Warriors,AC Thomas,4,2,29,25,7.25,14.5,12.5,0,1,2011,Chennai
501226,Chennai Super Kings,1,Pune Warriors,JE Taylor,4,3,31,26,7.75,10.33,8.67,0,2,2011,Chennai
501226,Chennai Super Kings,1,Pune Warriors,M Kartik,4,0,29,24,7.25,0.0,0.0,0,0,2011,Chennai
501226,Chennai Super Kings,1,Pune Warriors,NL McCullum,2,0,12,12,6.0,0.0,0.0,0,0,2011,Chennai
501226,Chennai Super Kings,1,Pune Warriors,R Sharma,4,1,27,24,6.75,27.0,24.0,0,0,2011,Chennai
501226,Chennai Super Kings,1,Pune Warriors,Yuvraj Singh,2,0,14,12,7.0,0.0,0.0,0,0,2011,Chennai
501226,Pune Warriors,2,Chennai Super Kings,DE Bollinger,4,2,20,25,5.0,10.0,12.5,0,1,2011,Chennai
501226,Pune Warriors,2,Chennai Super Kings,JA Morkel,4,3,29,26,7.25,9.67,8.67,1,1,2011,Chennai
501226,Pune Warriors,2,Chennai Super Kings,R Ashwin,4,2,19,24,4.75,9.5,12.0,0,0,2011,Chennai
501226,Pune Warriors,2,Chennai Super Kings,S Randiv,4,0,23,24,5.75,0.0,0.0,0,0,2011,Chennai
501226,Pune Warriors,2,Chennai Super Kings,SB Jakati,2,0,12,12,6.0,0.0,0.0,0,0,2011,Chennai
501226,Pune Warriors,2,Chennai Super Kings,SK Raina,2,0,11,12,5.5,0.0,0.0,0,0,2011,Chennai
501227,Delhi Daredevils,1,Royal Challengers Bangalore,A Mithun,4,2,37,29,9.25,18.5,14.5,2,3,2011,Delhi
501227,Delhi Daredevils,1,Royal Challengers Bangalore,CH Gayle,2,0,20,12,10.0,0.0,0.0,0,0,2011,Delhi
501227,Delhi Daredevils,1,Royal Challengers Bangalore,DL Vettori,4,1,25,25,6.25,25.0,25.0,0,1,2011,Delhi
501227,Delhi Daredevils,1,Royal Challengers Bangalore,J Syed Mohammad,2,0,17,12,8.5,0.0,0.0,0,0,2011,Delhi
501227,Delhi Daredevils,1,Royal Challengers Bangalore,S Aravind,4,1,30,25,7.5,30.0,25.0,0,1,2011,Delhi
501227,Delhi Daredevils,1,Royal Challengers Bangalore,Z Khan,4,1,27,26,6.75,27.0,26.0,0,2,2011,Delhi
501227,Royal Challengers Bangalore,2,Delhi Daredevils,AB Dinda,4,1,36,23,9.0,36.0,23.0,0,2,2011,Delhi
501227,Royal Challengers Bangalore,2,Delhi Daredevils,IK Pathan,3,0,31,18,10.33,0.0,0.0,0,0,2011,Delhi
501227,Royal Challengers Bangalore,2,Delhi Daredevils,JR Hopes,4,1,25,25,6.25,25.0,25.0,0,1,2011,Delhi
501227,Royal Challengers Bangalore,2,Delhi Daredevils,M Morkel,4,3,25,26,6.25,8.33,8.67,1,1,2011,Delhi
501227,Royal Challengers Bangalore,2,Delhi Daredevils,UT Yadav,4,0,37,24,9.25,0.0,0.0,0,0,2011,Delhi
501227,Royal Challengers Bangalore,2,Delhi Daredevils,Y Nagar,1,1,3,6,3.0,3.0,6.0,0,0,2011,Delhi
501228,Chennai Super Kings,2,Pune Warriors,AC Thomas,4,0,24,23,6.0,0.0,0.0,0,2,2011,Mumbai
501228,Chennai Super Kings,2,Pune Warriors,JD Ryder,2,1,21,13,10.5,21.0,13.0,0,1,2011,Mumbai
501228,Chennai Super Kings,2,Pune Warriors,JE Taylor,4,0,27,26,6.75,0.0,0.0,1,1,2011,Mumbai
501228,Chennai Super Kings,2,Pune Warriors,M Kartik,4,1,27,24,6.75,27.0,24.0,0,0,2011,Mumbai
501228,Chennai Super Kings,2,Pune Warriors,MR Marsh,1,0,7,6,7.0,0.0,0.0,0,0,2011,Mumbai
501228,Chennai Super Kings,2,Pune Warriors,R Sharma,4,0,27,25,6.75,0.0,0.0,0,1,2011,Mumbai
501228,Chennai Super Kings,2,Pune Warriors,Yuvraj Singh,1,0,10,6,10.0,0.0,0.0,0,0,2011,Mumbai
501228,Pune Warriors,1,Chennai Super Kings,DE Bollinger,4,3,21,25,5.25,7.0,8.33,0,1,2011,Mumbai
501228,Pune Warriors,1,Chennai Super Kings,KMDN Kulasekara,3,1,26,19,8.67,26.0,19.0,0,1,2011,Mumbai
501228,Pune Warriors,1,Chennai Super Kings,R Ashwin,4,1,29,24,7.25,29.0,24.0,0,0,2011,Mumbai
501228,Pune Warriors,1,Chennai Super Kings,SB Jakati,2,0,15,12,7.5,0.0,0.0,0,0,2011,Mumbai
501228,Pune Warriors,1,Chennai Super Kings,SK Raina,3,0,16,18,5.33,0.0,0.0,0,0,2011,Mumbai
501228,Pune Warriors,1,Chennai Super Kings,TG Southee,4,1,33,26,8.25,33.0,26.0,0,2,2011,Mumbai
501229,Deccan Chargers,1,Kochi Tuskers Kerala,NLTC Perera,4,1,31,24,7.75,31.0,24.0,0,0,2011,Kochi
501229,Deccan Chargers,1,Kochi Tuskers Kerala,R Vinay Kumar,4,3,25,24,6.25,8.33,8.0,0,0,2011,Kochi
501229,Deccan Chargers,1,Kochi Tuskers Kerala,RA Jadeja,3,0,25,18,8.33,0.0,0.0,0,0,2011,Kochi
501229,Deccan Chargers,1,Kochi Tuskers Kerala,RP Singh,4,2,21,26,5.25,10.5,13.0,0,2,2011,Kochi
501229,Deccan Chargers,1,Kochi Tuskers Kerala,RV Gomez,1,0,4,6,4.0,0.0,0.0,0,0,2011,Kochi
501229,Deccan Chargers,1,Kochi Tuskers Kerala,S Sreesanth,4,0,22,27,5.5,0.0,0.0,2,1,2011,Kochi
501229,Kochi Tuskers Kerala,2,Deccan Chargers,A Mishra,4,1,12,24,3.0,12.0,24.0,0,0,2011,Kochi
501229,Kochi Tuskers Kerala,2,Deccan Chargers,DT Christian,3,0,12,19,4.0,0.0,0.0,0,1,2011,Kochi
501229,Kochi Tuskers Kerala,2,Deccan Chargers,DW Steyn,4,3,16,23,4.0,5.33,7.67,0,2,2011,Kochi
501229,Kochi Tuskers Kerala,2,Deccan Chargers,I Sharma,3,5,12,19,4.0,2.4,3.8,0,1,2011,Kochi
501229,Kochi Tuskers Kerala,2,Deccan Chargers,MS Gony,3,1,19,18,6.33,19.0,18.0,0,0,2011,Kochi
501230,Delhi Daredevils,2,Kolkata Knight Riders,B Lee,4,0,24,27,6.0,0.0,0.0,0,3,2011,Delhi
501230,Delhi Daredevils,2,Kolkata Knight Riders,Iqbal Abdulla,4,3,27,25,6.75,9.0,8.33,0,1,2011,Delhi
501230,Delhi Daredevils,2,Kolkata Knight Riders,JD Unadkat,4,1,24,24,6.0,24.0,24.0,0,0,2011,Delhi
501230,Delhi Daredevils,2,Kolkata Knight Riders,JH Kallis,2,0,11,12,5.5,0.0,0.0,0,0,2011,Delhi
501230,Delhi Daredevils,2,Kolkata Knight Riders,L Balaji,4,2,39,24,9.75,19.5,12.0,0,0,2011,Delhi
501230,Delhi Daredevils,2,Kolkata Knight Riders,YK Pathan,2,1,6,12,3.0,6.0,12.0,0,0,2011,Delhi
501230,Kolkata Knight Riders,1,Delhi Daredevils,AB Agarkar,4,1,34,25,8.5,34.0,25.0,0,1,2011,Delhi
501230,Kolkata Knight Riders,1,Delhi Daredevils,IK Pathan,4,1,16,24,4.0,16.0,24.0,0,0,2011,Delhi
501230,Kolkata Knight Riders,1,Delhi Daredevils,JR Hopes,4,1,25,27,6.25,25.0,27.0,0,3,2011,Delhi
501230,Kolkata Knight Riders,1,Delhi Daredevils,M Morkel,4,1,42,25,10.5,42.0,25.0,0,1,2011,Delhi
