ID,BattingTeam,innings,bowling_team,bowler,overs,wickets,runs_conceeded,Balls_Bowled,Econ,Avg,Strike_Rate,noballs,wides,Season,City
829759,Sunrisers Hyderabad,1,Kings XI Punjab,R Dhawan,1,0,7,6,7.0,0.0,0.0,0,0,2015,Chandigarh
829759,Sunrisers Hyderabad,1,Kings XI Punjab,Sandeep Sharma,4,1,35,24,8.75,35.0,24.0,0,0,2015,Chandigarh
829761,Delhi Daredevils,2,Kolkata Knight Riders,AD Russell,4,1,24,25,6.0,24.0,25.0,0,1,2015,Kolkata
829761,Delhi Daredevils,2,Kolkata Knight Riders,GB Hogg,3,1,27,18,9.0,27.0,18.0,0,0,2015,Kolkata
829761,Delhi Daredevils,2,Kolkata Knight Riders,J Botha,1,0,14,6,14.0,0.0,0.0,0,0,2015,Kolkata
829761,Delhi Daredevils,2,Kolkata Knight Riders,PP Chawla,4,4,32,24,8.0,8.0,6.0,0,0,2015,Kolkata
829761,Delhi Daredevils,2,Kolkata Knight Riders,SP Narine,4,0,30,25,7.5,0.0,0.0,0,1,2015,Kolkata
829761,Delhi Daredevils,2,Kolkata Knight Riders,UT Yadav,4,0,29,27,7.25,0.0,0.0,0,3,2015,Kolkata
829761,Kolkata Knight Riders,1,Delhi Daredevils,A Mishra,4,1,20,24,5.0,20.0,24.0,0,0,2015,Kolkata
829761,Kolkata Knight Riders,1,Delhi Daredevils,AD Mathews,2,0,13,12,6.5,0.0,0.0,0,0,2015,Kolkata
829761,Kolkata Knight Riders,1,Delhi Daredevils,Imran Tahir,4,2,46,26,11.5,23.0,13.0,0,2,2015,Kolkata
829761,Kolkata Knight Riders,1,Delhi Daredevils,JA Morkel,3,1,25,19,8.33,25.0,19.0,0,1,2015,Kolkata
829761,Kolkata Knight Riders,1,Delhi Daredevils,JP Duminy,1,0,16,6,16.0,0.0,0.0,0,0,2015,Kolkata
829761,Kolkata Knight Riders,1,Delhi Daredevils,Yuvraj Singh,2,1,14,12,7.0,14.0,12.0,0,0,2015,Kolkata
829761,Kolkata Knight Riders,1,Delhi Daredevils,Z Khan,4,1,34,26,8.5,34.0,26.0,0,2,2015,Kolkata
829765,Chennai Super Kings,1,Kolkata Knight Riders,AD Russell,4,2,26,28,6.5,13.0,14.0,0,4,2015,Chennai
829765,Chennai Super Kings,1,Kolkata Knight Riders,GB Hogg,4,1,18,24,4.5,18.0,24.0,0,0,2015,Chennai
829765,Chennai Super Kings,1,Kolkata Knight Riders,PJ Cummins,4,0,25,26,6.25,0.0,0.0,0,2,2015,Chennai
829765,Chennai Super Kings,1,Kolkata Knight Riders,PP Chawla,4,2,26,24,6.5,13.0,12.0,0,0,2015,Chennai
829765,Chennai Super Kings,1,Kolkata Knight Riders,UT Yadav,4,0,36,25,9.0,0.0,0.0,0,1,2015,Chennai
829765,Kolkata Knight Riders,2,Chennai Super Kings,A Nehra,4,1,38,24,9.5,38.0,24.0,0,0,2015,Chennai
829765,Kolkata Knight Riders,2,Chennai Super Kings,DJ Bravo,3,3,22,18,7.33,7.33,6.0,0,0,2015,Chennai
829765,Kolkata Knight Riders,2,Chennai Super Kings,IC Pandey,2,1,18,13,9.0,18.0,13.0,0,1,2015,Chennai
829765,Kolkata Knight Riders,2,Chennai Super Kings,MM Sharma,3,1,24,19,8.0,24.0,19.0,0,1,2015,Chennai
829765,Kolkata Knight Riders,2,Chennai Super Kings,R Ashwin,2,2,5,12,2.5,2.5,6.0,0,0,2015,Chennai
829765,Kolkata Knight Riders,2,Chennai Super Kings,RA Jadeja,3,0,11,18,3.67,0.0,0.0,0,0,2015,Chennai
829765,Kolkata Knight Riders,2,Chennai Super Kings,SK Raina,3,0,12,19,4.0,0.0,0.0,0,1,2015,Chennai
829767,Delhi Daredevils,2,Kings XI Punjab,AR Patel,3,0,23,18,7.67,0.0,0.0,0,1,2015,Delhi
829767,Delhi Daredevils,2,Kings XI Punjab,Anureet Singh,3,0,24,21,8.0,0.0,0.0,1,2,2015,Delhi
829767,Delhi Daredevils,2,Kings XI Punjab,NLTC Perera,2,0,22,12,11.0,0.0,0.0,0,0,2015,Delhi
829767,Delhi Daredevils,2,Kings XI Punjab,SN Thakur,3,1,38,20,12.67,38.0,20.0,0,2,2015,Delhi
829767,Delhi Daredevils,2,Kings XI Punjab,Sandeep Sharma,3,0,10,18,3.33,0.0,0.0,0,0,2015,Delhi
829767,Kings XI Punjab,1,Delhi Daredevils,A Mishra,2,1,10,12,5.0,10.0,12.0,0,0,2015,Delhi
829767,Kings XI Punjab,1,Delhi Daredevils,AD Mathews,3,0,19,19,6.33,0.0,0.0,0,1,2015,Delhi
829767,Kings XI Punjab,1,Delhi Daredevils,Imran Tahir,3,0,36,19,12.0,0.0,0.0,0,1,2015,Delhi
829767,Kings XI Punjab,1,Delhi Daredevils,JP Duminy,4,1,15,24,3.75,15.0,24.0,0,0,2015,Delhi
829767,Kings XI Punjab,1,Delhi Daredevils,NM Coulter-Nile,4,4,20,25,5.0,5.0,6.25,0,1,2015,Delhi
829767,Kings XI Punjab,1,Delhi Daredevils,Z Khan,4,2,17,24,4.25,8.5,12.0,0,0,2015,Delhi
829769,Mumbai Indians,1,Rajasthan Royals,Ankit Sharma,4,1,29,25,7.25,29.0,25.0,0,1,2015,Mumbai
829769,Mumbai Indians,1,Rajasthan Royals,DS Kulkarni,3,2,26,19,8.67,13.0,9.5,0,1,2015,Mumbai
829769,Mumbai Indians,1,Rajasthan Royals,J Theron,4,1,40,26,10.0,40.0,26.0,0,2,2015,Mumbai
829769,Mumbai Indians,1,Rajasthan Royals,SR Watson,3,0,36,19,12.0,0.0,0.0,1,0,2015,Mumbai
829769,Mumbai Indians,1,Rajasthan Royals,STR Binny,2,0,17,12,8.5,0.0,0.0,0,0,2015,Mumbai
829769,Mumbai Indians,1,Rajasthan Royals,TG Southee,4,1,36,24,9.0,36.0,24.0,0,0,2015,Mumbai
829769,Rajasthan Royals,2,Mumbai Indians,Harbhajan Singh,4,0,34,25,8.5,0.0,0.0,0,1,2015,Mumbai
829769,Rajasthan Royals,2,Mumbai Indians,J Suchith,4,1,39,26,9.75,39.0,26.0,0,2,2015,Mumbai
829769,Rajasthan Royals,2,Mumbai Indians,MJ McClenaghan,4,3,31,28,7.75,10.33,9.33,0,4,2015,Mumbai
829769,Rajasthan Royals,2,Mumbai Indians,R Vinay Kumar,4,1,39,25,9.75,39.0,25.0,1,0,2015,Mumbai
829769,Rajasthan Royals,2,Mumbai Indians,SL Malinga,4,1,34,24,8.5,34.0,24.0,0,0,2015,Mumbai
829771,Kolkata Knight Riders,1,Royal Challengers Bangalore,D Wiese,2,1,20,12,10.0,20.0,12.0,0,0,2015,Bengaluru
829771,Kolkata Knight Riders,1,Royal Challengers Bangalore,HV Patel,2,0,22,13,11.0,0.0,0.0,0,1,2015,Bengaluru
829771,Kolkata Knight Riders,1,Royal Challengers Bangalore,MA Starc,2,1,15,16,7.5,15.0,16.0,1,3,2015,Bengaluru
829771,Kolkata Knight Riders,1,Royal Challengers Bangalore,VR Aaron,2,0,29,12,14.5,0.0,0.0,0,0,2015,Bengaluru
829771,Kolkata Knight Riders,1,Royal Challengers Bangalore,YS Chahal,2,1,22,12,11.0,22.0,12.0,0,0,2015,Bengaluru
829771,Royal Challengers Bangalore,2,Kolkata Knight Riders,AD Russell,2,1,22,11,11.0,22.0,11.0,0,1,2015,Bengaluru
829771,Royal Challengers Bangalore,2,Kolkata Knight Riders,GB Hogg,2,1,23,12,11.5,23.0,12.0,0,0,2015,Bengaluru
829771,Royal Challengers Bangalore,2,Kolkata Knight Riders,PJ Cummins,2,0,18,14,9.0,0.0,0.0,0,2,2015,Bengaluru
829771,Royal Challengers Bangalore,2,Kolkata Knight Riders,PP Chawla,2,1,21,12,10.5,21.0,12.0,0,0,2015,Bengaluru
829771,Royal Challengers Bangalore,2,Kolkata Knight Riders,UT Yadav,2,0,31,13,15.5,0.0,0.0,0,1,2015,Bengaluru
829773,Chennai Super Kings,2,Sunrisers Hyderabad,A Ashish Reddy,2,1,19,12,9.5,19.0,12.0,0,0,2015,Hyderabad
829773,Chennai Super Kings,2,Sunrisers Hyderabad,B Kumar,4,2,32,25,8.0,16.0,12.5,0,1,2015,Hyderabad
829773,Chennai Super Kings,2,Sunrisers Hyderabad,KV Sharma,2,0,19,12,9.5,0.0,0.0,0,0,2015,Hyderabad
829773,Chennai Super Kings,2,Sunrisers Hyderabad,MC Henriques,4,2,20,25,5.0,10.0,12.5,0,1,2015,Hyderabad
829773,Chennai Super Kings,2,Sunrisers Hyderabad,P Kumar,4,0,33,26,8.25,0.0,0.0,0,2,2015,Hyderabad
829773,Chennai Super Kings,2,Sunrisers Hyderabad,TA Boult,4,0,44,24,11.0,0.0,0.0,0,0,2015,Hyderabad
829773,Sunrisers Hyderabad,1,Chennai Super Kings,A Nehra,4,1,31,24,7.75,31.0,24.0,0,0,2015,Hyderabad
829773,Sunrisers Hyderabad,1,Chennai Super Kings,DJ Bravo,4,3,25,24,6.25,8.33,8.0,0,0,2015,Hyderabad
829773,Sunrisers Hyderabad,1,Chennai Super Kings,MM Sharma,4,0,58,25,14.5,0.0,0.0,1,0,2015,Hyderabad
829773,Sunrisers Hyderabad,1,Chennai Super Kings,P Negi,2,1,20,12,10.0,20.0,12.0,0,0,2015,Hyderabad
829773,Sunrisers Hyderabad,1,Chennai Super Kings,RG More,2,0,28,13,14.0,0.0,0.0,0,1,2015,Hyderabad
829773,Sunrisers Hyderabad,1,Chennai Super Kings,SK Raina,4,1,29,26,7.25,29.0,26.0,0,2,2015,Hyderabad
829775,Kings XI Punjab,2,Mumbai Indians,Harbhajan Singh,4,1,27,24,6.75,27.0,24.0,0,0,2015,Chandigarh
829775,Kings XI Punjab,2,Mumbai Indians,J Suchith,4,1,33,25,8.25,33.0,25.0,0,1,2015,Chandigarh
829775,Kings XI Punjab,2,Mumbai Indians,KA Pollard,1,0,7,6,7.0,0.0,0.0,0,0,2015,Chandigarh
829775,Kings XI Punjab,2,Mumbai Indians,MJ McClenaghan,4,0,25,25,6.25,0.0,0.0,0,1,2015,Chandigarh
829775,Kings XI Punjab,2,Mumbai Indians,R Vinay Kumar,3,0,17,18,5.67,0.0,0.0,0,0,2015,Chandigarh
829775,Kings XI Punjab,2,Mumbai Indians,SL Malinga,4,2,31,25,7.75,15.5,12.5,0,1,2015,Chandigarh
829775,Mumbai Indians,1,Kings XI Punjab,AR Patel,3,0,24,18,8.0,0.0,0.0,0,0,2015,Chandigarh
829775,Mumbai Indians,1,Kings XI Punjab,Anureet Singh,4,1,30,26,7.5,30.0,26.0,0,2,2015,Chandigarh
829775,Mumbai Indians,1,Kings XI Punjab,GJ Maxwell,1,0,8,6,8.0,0.0,0.0,0,0,2015,Chandigarh
829775,Mumbai Indians,1,Kings XI Punjab,Karanveer Singh,4,1,30,24,7.5,30.0,24.0,0,0,2015,Chandigarh
829775,Mumbai Indians,1,Kings XI Punjab,M Vijay,1,0,12,6,12.0,0.0,0.0,0,0,2015,Chandigarh
829775,Mumbai Indians,1,Kings XI Punjab,MG Johnson,4,1,41,24,10.25,41.0,24.0,0,0,2015,Chandigarh
829775,Mumbai Indians,1,Kings XI Punjab,Sandeep Sharma,3,0,24,18,8.0,0.0,0.0,0,0,2015,Chandigarh
829777,Delhi Daredevils,2,Rajasthan Royals,DS Kulkarni,4,2,43,27,10.75,21.5,13.5,0,3,2015,Mumbai
829777,Delhi Daredevils,2,Rajasthan Royals,JP Faulkner,4,2,22,25,5.5,11.0,12.5,0,1,2015,Mumbai
829777,Delhi Daredevils,2,Rajasthan Royals,R Bhatia,2,0,23,12,11.5,0.0,0.0,0,0,2015,Mumbai
829777,Delhi Daredevils,2,Rajasthan Royals,SR Watson,4,1,26,27,6.5,26.0,27.0,0,3,2015,Mumbai
829777,Delhi Daredevils,2,Rajasthan Royals,STR Binny,2,2,27,15,13.5,13.5,7.5,0,3,2015,Mumbai
829777,Delhi Daredevils,2,Rajasthan Royals,TG Southee,4,0,33,25,8.25,0.0,0.0,0,1,2015,Mumbai
829777,Rajasthan Royals,1,Delhi Daredevils,A Mishra,4,0,41,25,10.25,0.0,0.0,0,1,2015,Mumbai
829777,Rajasthan Royals,1,Delhi Daredevils,AD Mathews,4,1,28,24,7.0,28.0,24.0,0,0,2015,Mumbai
829777,Rajasthan Royals,1,Delhi Daredevils,GS Sandhu,4,0,49,24,12.25,0.0,0.0,0,0,2015,Mumbai
829777,Rajasthan Royals,1,Delhi Daredevils,NM Coulter-Nile,4,1,39,24,9.75,39.0,24.0,0,0,2015,Mumbai
829777,Rajasthan Royals,1,Delhi Daredevils,Z Khan,4,0,31,27,7.75,0.0,0.0,0,3,2015,Mumbai
829779,Chennai Super Kings,1,Royal Challengers Bangalore,D Wiese,4,2,29,24,7.25,14.5,12.0,0,0,2015,Chennai
829779,Chennai Super Kings,1,Royal Challengers Bangalore,HV Patel,4,2,19,27,4.75,9.5,13.5,0,3,2015,Chennai
829779,Chennai Super Kings,1,Royal Challengers Bangalore,Iqbal Abdulla,3,0,34,19,11.33,0.0,0.0,0,1,2015,Chennai
829779,Chennai Super Kings,1,Royal Challengers Bangalore,MA Starc,4,3,24,25,6.0,8.0,8.33,0,1,2015,Chennai
829779,Chennai Super Kings,1,Royal Challengers Bangalore,V Kohli,1,0,6,6,6.0,0.0,0.0,0,0,2015,Chennai
829779,Chennai Super Kings,1,Royal Challengers Bangalore,YS Chahal,4,1,36,24,9.0,36.0,24.0,0,0,2015,Chennai
829779,Royal Challengers Bangalore,2,Chennai Super Kings,A Nehra,4,3,19,25,4.75,6.33,8.33,0,1,2015,Chennai
829779,Royal Challengers Bangalore,2,Chennai Super Kings,DJ Bravo,4,2,17,22,4.25,8.5,11.0,0,0,2015,Chennai
829779,Royal Challengers Bangalore,2,Chennai Super Kings,IC Pandey,4,2,28,24,7.0,14.0,12.0,0,0,2015,Chennai
829779,Royal Challengers Bangalore,2,Chennai Super Kings,MM Sharma,4,1,29,24,7.25,29.0,24.0,0,0,2015,Chennai
829779,Royal Challengers Bangalore,2,Chennai Super Kings,P Negi,2,0,19,12,9.5,0.0,0.0,0,0,2015,Chennai
829779,Royal Challengers Bangalore,2,Chennai Super Kings,RA Jadeja,2,0,11,12,5.5,0.0,0.0,0,0,2015,Chennai
829781,Kolkata Knight Riders,1,Sunrisers Hyderabad,B Kumar,4,2,42,24,10.5,21.0,12.0,0,0,2015,Kolkata
829781,Kolkata Knight Riders,1,Sunrisers Hyderabad,Bipul Sharma,4,1,23,24,5.75,23.0,24.0,0,0,2015,Kolkata
829781,Kolkata Knight Riders,1,Sunrisers Hyderabad,DW Steyn,4,0,37,25,9.25,0.0,0.0,0,1,2015,Kolkata
829781,Kolkata Knight Riders,1,Sunrisers Hyderabad,KV Sharma,4,2,29,24,7.25,14.5,12.0,0,0,2015,Kolkata
829781,Kolkata Knight Riders,1,Sunrisers Hyderabad,MC Henriques,3,1,20,18,6.67,20.0,18.0,0,0,2015,Kolkata
829781,Kolkata Knight Riders,1,Sunrisers Hyderabad,P Kumar,1,0,10,6,10.0,0.0,0.0,0,0,2015,Kolkata
829781,Sunrisers Hyderabad,2,Kolkata Knight Riders,AD Russell,2,1,10,12,5.0,10.0,12.0,0,0,2015,Kolkata
829781,Sunrisers Hyderabad,2,Kolkata Knight Riders,GB Hogg,4,2,17,24,4.25,8.5,12.0,0,0,2015,Kolkata
829781,Sunrisers Hyderabad,2,Kolkata Knight Riders,J Botha,4,1,32,25,8.0,32.0,25.0,0,1,2015,Kolkata
829781,Sunrisers Hyderabad,2,Kolkata Knight Riders,PP Chawla,4,1,16,24,4.0,16.0,24.0,0,0,2015,Kolkata
829781,Sunrisers Hyderabad,2,Kolkata Knight Riders,RN ten Doeschate,1,0,4,7,4.0,0.0,0.0,0,1,2015,Kolkata
829781,Sunrisers Hyderabad,2,Kolkata Knight Riders,UT Yadav,4,2,34,26,8.5,17.0,13.0,0,2,2015,Kolkata
829781,Sunrisers Hyderabad,2,Kolkata Knight Riders,YK Pathan,1,0,19,6,19.0,0.0,0.0,0,0,2015,Kolkata
829783,Delhi Daredevils,1,Mumbai Indians,HH Pandya,2,1,13,12,6.5,13.0,12.0,0,0,2015,Mumbai
829783,Delhi Daredevils,1,Mumbai Indians,Harbhajan Singh,4,2,11,24,2.75,5.5,12.0,0,0,2015,Mumbai
829783,Delhi Daredevils,1,Mumbai Indians,J Suchith,3,1,24,18,8.0,24.0,18.0,0,0,2015,Mumbai
829783,Delhi Daredevils,1,Mumbai Indians,MJ McClenaghan,4,0,37,25,9.25,0.0,0.0,0,1,2015,Mumbai
829783,Delhi Daredevils,1,Mumbai Indians,R Vinay Kumar,3,0,31,18,10.33,0.0,0.0,0,0,2015,Mumbai
829783,Delhi Daredevils,1,Mumbai Indians,SL Malinga,4,2,34,24,8.5,17.0,12.0,0,0,2015,Mumbai
829783,Mumbai Indians,2,Delhi Daredevils,A Mishra,4,1,25,26,6.25,25.0,26.0,0,2,2015,Mumbai
829783,Mumbai Indians,2,Delhi Daredevils,AD Mathews,4,1,33,24,8.25,33.0,24.0,0,0,2015,Mumbai
829783,Mumbai Indians,2,Delhi Daredevils,Imran Tahir,3,0,27,16,9.0,0.0,0.0,0,1,2015,Mumbai
829783,Mumbai Indians,2,Delhi Daredevils,NM Coulter-Nile,4,2,30,24,7.5,15.0,12.0,0,0,2015,Mumbai
829783,Mumbai Indians,2,Delhi Daredevils,Yuvraj Singh,1,0,5,6,5.0,0.0,0.0,0,0,2015,Mumbai
829783,Mumbai Indians,2,Delhi Daredevils,Z Khan,4,1,32,27,8.0,32.0,27.0,0,3,2015,Mumbai
829785,Kings XI Punjab,2,Royal Challengers Bangalore,D Wiese,1,0,4,6,4.0,0.0,0.0,0,0,2015,Bengaluru
829785,Kings XI Punjab,2,Royal Challengers Bangalore,HV Patel,2,1,13,12,6.5,13.0,12.0,0,0,2015,Bengaluru
829785,Kings XI Punjab,2,Royal Challengers Bangalore,MA Starc,4,4,15,26,3.75,3.75,6.5,0,2,2015,Bengaluru
829785,Kings XI Punjab,2,Royal Challengers Bangalore,S Aravind,4,4,27,24,6.75,6.75,6.0,0,0,2015,Bengaluru
829785,Kings XI Punjab,2,Royal Challengers Bangalore,YS Chahal,3,1,24,16,8.0,24.0,16.0,0,0,2015,Bengaluru
829785,Royal Challengers Bangalore,1,Kings XI Punjab,AR Patel,4,1,50,26,12.5,50.0,26.0,0,2,2015,Bengaluru
829785,Royal Challengers Bangalore,1,Kings XI Punjab,Anureet Singh,4,0,25,24,6.25,0.0,0.0,0,0,2015,Bengaluru
829785,Royal Challengers Bangalore,1,Kings XI Punjab,GJ Maxwell,2,0,23,13,11.5,0.0,0.0,0,1,2015,Bengaluru
829785,Royal Challengers Bangalore,1,Kings XI Punjab,Karanveer Singh,2,0,41,14,20.5,0.0,0.0,0,2,2015,Bengaluru
829785,Royal Challengers Bangalore,1,Kings XI Punjab,MG Johnson,4,0,43,26,10.75,0.0,0.0,0,2,2015,Bengaluru
829785,Royal Challengers Bangalore,1,Kings XI Punjab,Sandeep Sharma,4,2,41,25,10.25,20.5,12.5,1,0,2015,Bengaluru
829787,Rajasthan Royals,2,Sunrisers Hyderabad,B Kumar,4,3,44,24,11.0,14.67,8.0,0,0,2015,Mumbai
829787,Rajasthan Royals,2,Sunrisers Hyderabad,I Sharma,3,1,25,18,8.33,25.0,18.0,0,0,2015,Mumbai
829787,Rajasthan Royals,2,Sunrisers Hyderabad,KV Sharma,3,1,28,18,9.33,28.0,18.0,0,0,2015,Mumbai
829787,Rajasthan Royals,2,Sunrisers Hyderabad,MC Henriques,3,1,29,19,9.67,29.0,19.0,0,1,2015,Mumbai
829787,Rajasthan Royals,2,Sunrisers Hyderabad,P Kumar,4,0,40,24,10.0,0.0,0.0,0,0,2015,Mumbai
829787,Rajasthan Royals,2,Sunrisers Hyderabad,RS Bopara,3,1,22,18,7.33,22.0,18.0,0,0,2015,Mumbai
829787,Sunrisers Hyderabad,1,Rajasthan Royals,CH Morris,4,0,38,27,9.5,0.0,0.0,0,3,2015,Mumbai
829787,Sunrisers Hyderabad,1,Rajasthan Royals,DJ Hooda,3,0,34,19,11.33,0.0,0.0,0,1,2015,Mumbai
829787,Sunrisers Hyderabad,1,Rajasthan Royals,DS Kulkarni,2,0,19,13,9.5,0.0,0.0,0,1,2015,Mumbai
829787,Sunrisers Hyderabad,1,Rajasthan Royals,JP Faulkner,4,1,37,25,9.25,37.0,25.0,0,1,2015,Mumbai
829787,Sunrisers Hyderabad,1,Rajasthan Royals,PV Tambe,4,1,32,24,8.0,32.0,24.0,0,0,2015,Mumbai
829787,Sunrisers Hyderabad,1,Rajasthan Royals,SR Watson,3,2,36,18,12.0,18.0,9.0,0,0,2015,Mumbai
829789,Chennai Super Kings,1,Mumbai Indians,HH Pandya,1,0,4,6,4.0,0.0,0.0,0,0,2015,Chennai
829789,Chennai Super Kings,1,Mumbai Indians,Harbhajan Singh,4,1,36,24,9.0,36.0,24.0,0,0,2015,Chennai
829789,Chennai Super Kings,1,Mumbai Indians,J Suchith,4,1,21,24,5.25,21.0,24.0,0,0,2015,Chennai
829789,Chennai Super Kings,1,Mumbai Indians,M de Lange,4,0,30,26,7.5,0.0,0.0,0,2,2015,Chennai
829789,Chennai Super Kings,1,Mumbai Indians,MJ McClenaghan,4,1,34,24,8.5,34.0,24.0,0,0,2015,Chennai
829789,Chennai Super Kings,1,Mumbai Indians,R Vinay Kumar,3,1,33,18,11.0,33.0,18.0,0,0,2015,Chennai
829789,Mumbai Indians,2,Chennai Super Kings,A Nehra,3,0,45,18,15.0,0.0,0.0,0,0,2015,Chennai
829789,Mumbai Indians,2,Chennai Super Kings,DJ Bravo,3,1,16,14,5.33,16.0,14.0,0,0,2015,Chennai
829789,Mumbai Indians,2,Chennai Super Kings,MM Sharma,2,0,19,12,9.5,0.0,0.0,0,0,2015,Chennai
829789,Mumbai Indians,2,Chennai Super Kings,P Negi,4,0,35,24,8.75,0.0,0.0,0,0,2015,Chennai
829789,Mumbai Indians,2,Chennai Super Kings,R Ashwin,4,2,17,25,4.25,8.5,12.5,0,1,2015,Chennai
829789,Mumbai Indians,2,Chennai Super Kings,RA Jadeja,4,0,27,24,6.75,0.0,0.0,0,0,2015,Chennai
829791,Kings XI Punjab,1,Kolkata Knight Riders,AD Russell,4,1,50,25,12.5,50.0,25.0,0,1,2015,Kolkata
829791,Kings XI Punjab,1,Kolkata Knight Riders,GB Hogg,4,0,31,25,7.75,0.0,0.0,0,1,2015,Kolkata
829791,Kings XI Punjab,1,Kolkata Knight Riders,J Botha,1,0,9,6,9.0,0.0,0.0,0,0,2015,Kolkata
829791,Kings XI Punjab,1,Kolkata Knight Riders,PP Chawla,3,0,35,18,11.67,0.0,0.0,0,0,2015,Kolkata
829791,Kings XI Punjab,1,Kolkata Knight Riders,SP Narine,4,4,19,24,4.75,4.75,6.0,0,0,2015,Kolkata
829791,Kings XI Punjab,1,Kolkata Knight Riders,UT Yadav,4,0,36,25,9.0,0.0,0.0,0,1,2015,Kolkata
829791,Kolkata Knight Riders,2,Kings XI Punjab,AR Patel,4,1,33,25,8.25,33.0,25.0,0,1,2015,Kolkata
829791,Kolkata Knight Riders,2,Kings XI Punjab,Anureet Singh,4,2,56,23,14.0,28.0,11.5,0,0,2015,Kolkata
829791,Kolkata Knight Riders,2,Kings XI Punjab,BE Hendricks,4,1,35,24,8.75,35.0,24.0,0,0,2015,Kolkata
829791,Kolkata Knight Riders,2,Kings XI Punjab,GJ Maxwell,1,1,5,6,5.0,5.0,6.0,0,0,2015,Kolkata
829791,Kolkata Knight Riders,2,Kings XI Punjab,Gurkeerat Singh,3,2,17,20,5.67,8.5,10.0,0,2,2015,Kolkata
829791,Kolkata Knight Riders,2,Kings XI Punjab,Sandeep Sharma,4,0,35,25,8.75,0.0,0.0,0,1,2015,Kolkata
829793,Delhi Daredevils,2,Sunrisers Hyderabad,B Kumar,4,1,20,24,5.0,20.0,24.0,0,0,2015,Raipur
829793,Delhi Daredevils,2,Sunrisers Hyderabad,I Sharma,4,0,39,24,9.75,0.0,0.0,0,0,2015,Raipur
829793,Delhi Daredevils,2,Sunrisers Hyderabad,KV Sharma,3,2,12,18,4.0,6.0,9.0,0,0,2015,Raipur
829793,Delhi Daredevils,2,Sunrisers Hyderabad,MC Henriques,2,0,14,12,7.0,0.0,0.0,0,0,2015,Raipur
829793,Delhi Daredevils,2,Sunrisers Hyderabad,P Kumar,2,0,34,13,17.0,0.0,0.0,0,1,2015,Raipur
829793,Delhi Daredevils,2,Sunrisers Hyderabad,Parvez Rasool,4,1,20,24,5.0,20.0,24.0,0,0,2015,Raipur
829793,Delhi Daredevils,2,Sunrisers Hyderabad,RS Bopara,1,0,15,6,15.0,0.0,0.0,0,0,2015,Raipur
829793,Sunrisers Hyderabad,1,Delhi Daredevils,A Mishra,3,0,34,18,11.33,0.0,0.0,0,0,2015,Raipur
829793,Sunrisers Hyderabad,1,Delhi Daredevils,J Yadav,4,1,19,24,4.75,19.0,24.0,0,0,2015,Raipur
829793,Sunrisers Hyderabad,1,Delhi Daredevils,JA Morkel,3,0,35,18,11.67,0.0,0.0,0,0,2015,Raipur
829793,Sunrisers Hyderabad,1,Delhi Daredevils,JP Duminy,2,0,16,13,8.0,0.0,0.0,0,1,2015,Raipur
829793,Sunrisers Hyderabad,1,Delhi Daredevils,NM Coulter-Nile,4,2,25,24,6.25,12.5,12.0,0,0,2015,Raipur
829793,Sunrisers Hyderabad,1,Delhi Daredevils,Z Khan,4,1,33,26,8.25,33.0,26.0,0,2,2015,Raipur
829795,Mumbai Indians,2,Royal Challengers Bangalore,D Wiese,4,0,38,25,9.5,0.0,0.0,0,1,2015,Mumbai
829795,Mumbai Indians,2,Royal Challengers Bangalore,HV Patel,4,2,36,25,9.0,18.0,12.5,0,1,2015,Mumbai
829795,Mumbai Indians,2,Royal Challengers Bangalore,MA Starc,4,1,41,25,10.25,41.0,25.0,0,1,2015,Mumbai
829795,Mumbai Indians,2,Royal Challengers Bangalore,S Aravind,4,1,29,24,7.25,29.0,24.0,0,0,2015,Mumbai
829795,Mumbai Indians,2,Royal Challengers Bangalore,YS Chahal,4,2,51,24,12.75,25.5,12.0,0,0,2015,Mumbai
829795,Royal Challengers Bangalore,1,Mumbai Indians,HH Pandya,3,0,51,18,17.0,0.0,0.0,0,0,2015,Mumbai
829795,Royal Challengers Bangalore,1,Mumbai Indians,Harbhajan Singh,2,0,30,13,15.0,0.0,0.0,0,1,2015,Mumbai
829795,Royal Challengers Bangalore,1,Mumbai Indians,J Suchith,3,0,35,18,11.67,0.0,0.0,0,0,2015,Mumbai
829795,Royal Challengers Bangalore,1,Mumbai Indians,JJ Bumrah,4,0,52,26,13.0,0.0,0.0,1,1,2015,Mumbai
829795,Royal Challengers Bangalore,1,Mumbai Indians,MJ McClenaghan,4,0,40,25,10.0,0.0,0.0,0,1,2015,Mumbai
829795,Royal Challengers Bangalore,1,Mumbai Indians,SL Malinga,4,1,27,25,6.75,27.0,25.0,0,1,2015,Mumbai
829797,Chennai Super Kings,1,Rajasthan Royals,Ankit Sharma,4,1,31,25,7.75,31.0,25.0,0,1,2015,Chennai
829797,Chennai Super Kings,1,Rajasthan Royals,CH Morris,4,3,19,25,4.75,6.33,8.33,0,1,2015,Chennai
829797,Chennai Super Kings,1,Rajasthan Royals,JP Faulkner,4,0,40,24,10.0,0.0,0.0,0,0,2015,Chennai
829797,Chennai Super Kings,1,Rajasthan Royals,PV Tambe,3,0,24,18,8.0,0.0,0.0,0,0,2015,Chennai
829797,Chennai Super Kings,1,Rajasthan Royals,R Bhatia,3,0,23,18,7.67,0.0,0.0,0,0,2015,Chennai
