ID,innings,BattingTeam,bowling_team,total_run_y
829749,1,Rajasthan Royals,Royal Challengers Bangalore,130
829749,2,Royal Challengers Bangalore,Rajasthan Royals,134
829747,1,Delhi Daredevils,Mumbai Indians,190
829747,2,Mumbai Indians,Delhi Daredevils,153
829745,1,Chennai Super Kings,Royal Challengers Bangalore,181
829745,2,Royal Challengers Bangalore,Chennai Super Kings,154
829743,1,Sunrisers Hyderabad,Kolkata Knight Riders,176
829743,2,Kolkata Knight Riders,Sunrisers Hyderabad,101
829741,1,Rajasthan Royals,Kings XI Punjab,191
829741,2,Kings XI Punjab,Rajasthan Royals,191
829741,3,Kings XI Punjab,,15
829741,4,Rajasthan Royals,,6
829739,1,Delhi Daredevils,Kolkata Knight Riders,146
829739,2,Kolkata Knight Riders,Delhi Daredevils,147
829737,1,Mumbai Indians,Royal Challengers Bangalore,209
829737,2,Royal Challengers Bangalore,Mumbai Indians,191
829735,1,Chennai Super Kings,Rajasthan Royals,156
829735,2,Rajasthan Royals,Chennai Super Kings,157
829733,1,Kings XI Punjab,Kolkata Knight Riders,155
829733,2,Kolkata Knight Riders,Kings XI Punjab,159
829731,1,Delhi Daredevils,Sunrisers Hyderabad,167
829731,2,Sunrisers Hyderabad,Delhi Daredevils,163
829729,1,Mumbai Indians,Chennai Super Kings,183
829729,2,Chennai Super Kings,Mumbai Indians,189
829727,1,Sunrisers Hyderabad,Rajasthan Royals,127
829727,2,Rajasthan Royals,Sunrisers Hyderabad,131
829725,1,Kings XI Punjab,Delhi Daredevils,165
829725,2,Delhi Daredevils,Kings XI Punjab,169
829723,1,Chennai Super Kings,Kolkata Knight Riders,165
829723,2,Kolkata Knight Riders,Chennai Super Kings,169
829721,1,Mumbai Indians,Rajasthan Royals,164
829721,2,Rajasthan Royals,Mumbai Indians,165
829719,1,Royal Challengers Bangalore,Sunrisers Hyderabad,166
829719,2,Sunrisers Hyderabad,Royal Challengers Bangalore,172
829717,1,Kings XI Punjab,Mumbai Indians,177
829717,2,Mumbai Indians,Kings XI Punjab,159
829715,1,Delhi Daredevils,Rajasthan Royals,184
829715,2,Rajasthan Royals,Delhi Daredevils,186
829713,1,Kolkata Knight Riders,Royal Challengers Bangalore,177
829713,2,Royal Challengers Bangalore,Kolkata Knight Riders,179
829711,1,Chennai Super Kings,Sunrisers Hyderabad,209
829711,2,Sunrisers Hyderabad,Chennai Super Kings,164
829709,1,Rajasthan Royals,Kings XI Punjab,162
829709,2,Kings XI Punjab,Rajasthan Royals,136
829707,1,Chennai Super Kings,Delhi Daredevils,150
829707,2,Delhi Daredevils,Chennai Super Kings,149
829705,1,Mumbai Indians,Kolkata Knight Riders,168
829705,2,Kolkata Knight Riders,Mumbai Indians,170
734049,1,Kings XI Punjab,Kolkata Knight Riders,199
734049,2,Kolkata Knight Riders,Kings XI Punjab,200
734047,1,Kings XI Punjab,Chennai Super Kings,226
734047,2,Chennai Super Kings,Kings XI Punjab,202
734045,1,Mumbai Indians,Chennai Super Kings,173
734045,2,Chennai Super Kings,Mumbai Indians,176
734043,1,Kolkata Knight Riders,Kings XI Punjab,163
734043,2,Kings XI Punjab,Kolkata Knight Riders,135
734041,1,Rajasthan Royals,Mumbai Indians,189
734041,2,Mumbai Indians,Rajasthan Royals,195
734039,1,Delhi Daredevils,Kings XI Punjab,115
734039,2,Kings XI Punjab,Delhi Daredevils,119
734037,1,Sunrisers Hyderabad,Kolkata Knight Riders,160
734037,2,Kolkata Knight Riders,Sunrisers Hyderabad,161
734035,1,Royal Challengers Bangalore,Chennai Super Kings,154
734035,2,Chennai Super Kings,Royal Challengers Bangalore,160
734033,1,Kings XI Punjab,Rajasthan Royals,179
734033,2,Rajasthan Royals,Kings XI Punjab,163
734031,1,Mumbai Indians,Delhi Daredevils,173
734031,2,Delhi Daredevils,Mumbai Indians,158
734029,1,Chennai Super Kings,Sunrisers Hyderabad,185
734029,2,Sunrisers Hyderabad,Chennai Super Kings,189
734027,1,Kolkata Knight Riders,Royal Challengers Bangalore,195
734027,2,Royal Challengers Bangalore,Kolkata Knight Riders,165
734025,1,Kings XI Punjab,Mumbai Indians,156
734025,2,Mumbai Indians,Kings XI Punjab,159
734023,1,Chennai Super Kings,Kolkata Knight Riders,154
734023,2,Kolkata Knight Riders,Chennai Super Kings,156
734021,1,Royal Challengers Bangalore,Sunrisers Hyderabad,160
734021,2,Sunrisers Hyderabad,Royal Challengers Bangalore,161
734019,1,Delhi Daredevils,Kings XI Punjab,164
734019,2,Kings XI Punjab,Delhi Daredevils,165
734017,1,Mumbai Indians,Rajasthan Royals,178
734017,2,Rajasthan Royals,Mumbai Indians,153
734015,1,Sunrisers Hyderabad,Kolkata Knight Riders,142
734015,2,Kolkata Knight Riders,Sunrisers Hyderabad,146
734013,1,Chennai Super Kings,Royal Challengers Bangalore,138
734013,2,Royal Challengers Bangalore,Chennai Super Kings,142
734011,1,Rajasthan Royals,Delhi Daredevils,201
734011,2,Delhi Daredevils,Rajasthan Royals,139
734009,1,Mumbai Indians,Kolkata Knight Riders,141
734009,2,Kolkata Knight Riders,Mumbai Indians,142
734007,1,Sunrisers Hyderabad,Kings XI Punjab,205
734007,2,Kings XI Punjab,Sunrisers Hyderabad,211
734005,1,Royal Challengers Bangalore,Delhi Daredevils,186
734005,2,Delhi Daredevils,Royal Challengers Bangalore,170
734003,1,Rajasthan Royals,Chennai Super Kings,148
734003,2,Chennai Super Kings,Rajasthan Royals,149
734001,1,Sunrisers Hyderabad,Mumbai Indians,157
734001,2,Mumbai Indians,Sunrisers Hyderabad,160
733999,1,Royal Challengers Bangalore,Rajasthan Royals,190
733999,2,Rajasthan Royals,Royal Challengers Bangalore,191
733997,1,Kings XI Punjab,Kolkata Knight Riders,149
733997,2,Kolkata Knight Riders,Kings XI Punjab,150
733995,1,Mumbai Indians,Chennai Super Kings,157
733995,2,Chennai Super Kings,Mumbai Indians,160
733993,1,Delhi Daredevils,Sunrisers Hyderabad,143
733993,2,Sunrisers Hyderabad,Delhi Daredevils,44
733991,1,Kings XI Punjab,Royal Challengers Bangalore,198
733991,2,Royal Challengers Bangalore,Kings XI Punjab,166
733989,1,Sunrisers Hyderabad,Rajasthan Royals,134
733989,2,Rajasthan Royals,Sunrisers Hyderabad,102
733987,1,Kings XI Punjab,Chennai Super Kings,231
733987,2,Chennai Super Kings,Kings XI Punjab,187
733985,1,Delhi Daredevils,Kolkata Knight Riders,160
733985,2,Kolkata Knight Riders,Delhi Daredevils,161
733983,1,Mumbai Indians,Royal Challengers Bangalore,187
733983,2,Royal Challengers Bangalore,Mumbai Indians,168
733981,1,Delhi Daredevils,Chennai Super Kings,178
733981,2,Chennai Super Kings,Delhi Daredevils,181
733979,1,Rajasthan Royals,Kolkata Knight Riders,170
733979,2,Kolkata Knight Riders,Rajasthan Royals,160
733977,1,Sunrisers Hyderabad,Royal Challengers Bangalore,155
733977,2,Royal Challengers Bangalore,Sunrisers Hyderabad,158
733975,1,Delhi Daredevils,Rajasthan Royals,152
733975,2,Rajasthan Royals,Delhi Daredevils,156
733973,1,Kings XI Punjab,Mumbai Indians,168
733973,2,Mumbai Indians,Kings XI Punjab,170
733971,1,Chennai Super Kings,Kolkata Knight Riders,148
733971,2,Kolkata Knight Riders,Chennai Super Kings,114
729317,1,Sunrisers Hyderabad,Mumbai Indians,172
729317,2,Mumbai Indians,Sunrisers Hyderabad,157
729315,1,Rajasthan Royals,Kolkata Knight Riders,152
729315,2,Kolkata Knight Riders,Rajasthan Royals,152
729315,3,Kolkata Knight Riders,,11
729315,4,Rajasthan Royals,,11
729313,1,Royal Challengers Bangalore,Kings XI Punjab,124
729313,2,Kings XI Punjab,Royal Challengers Bangalore,127
729311,1,Sunrisers Hyderabad,Chennai Super Kings,145
729311,2,Chennai Super Kings,Sunrisers Hyderabad,146
729309,1,Mumbai Indians,Delhi Daredevils,125
729309,2,Delhi Daredevils,Mumbai Indians,126
729307,1,Kings XI Punjab,Kolkata Knight Riders,132
729307,2,Kolkata Knight Riders,Kings XI Punjab,109
729305,1,Royal Challengers Bangalore,Rajasthan Royals,70
729305,2,Rajasthan Royals,Royal Challengers Bangalore,71
729303,1,Mumbai Indians,Chennai Super Kings,141
729303,2,Chennai Super Kings,Mumbai Indians,142
729301,1,Sunrisers Hyderabad,Delhi Daredevils,184
729301,2,Delhi Daredevils,Sunrisers Hyderabad,180
729299,1,Kolkata Knight Riders,Royal Challengers Bangalore,150
729299,2,Royal Challengers Bangalore,Kolkata Knight Riders,148
729297,1,Chennai Super Kings,Rajasthan Royals,140
729297,2,Rajasthan Royals,Chennai Super Kings,133
729295,1,Kings XI Punjab,Sunrisers Hyderabad,193
729295,2,Sunrisers Hyderabad,Kings XI Punjab,121
729293,1,Chennai Super Kings,Delhi Daredevils,177
729293,2,Delhi Daredevils,Chennai Super Kings,84
729291,1,Rajasthan Royals,Kings XI Punjab,191
729291,2,Kings XI Punjab,Rajasthan Royals,193
729289,1,Kolkata Knight Riders,Delhi Daredevils,166
729289,2,Delhi Daredevils,Kolkata Knight Riders,167
729287,1,Mumbai Indians,Royal Challengers Bangalore,115
729287,2,Royal Challengers Bangalore,Mumbai Indians,116
729285,1,Sunrisers Hyderabad,Rajasthan Royals,133
729285,2,Rajasthan Royals,Sunrisers Hyderabad,135
729283,1,Chennai Super Kings,Kings XI Punjab,205
729283,2,Kings XI Punjab,Chennai Super Kings,206
729281,1,Delhi Daredevils,Royal Challengers Bangalore,145
729281,2,Royal Challengers Bangalore,Delhi Daredevils,146
729279,1,Kolkata Knight Riders,Mumbai Indians,163
729279,2,Mumbai Indians,Kolkata Knight Riders,122
598073,1,Mumbai Indians,Chennai Super Kings,148
598073,2,Chennai Super Kings,Mumbai Indians,125
598072,1,Rajasthan Royals,Mumbai Indians,165
598072,2,Mumbai Indians,Rajasthan Royals,169
598071,1,Sunrisers Hyderabad,Rajasthan Royals,132
598071,2,Rajasthan Royals,Sunrisers Hyderabad,135
598070,1,Chennai Super Kings,Mumbai Indians,192
598070,2,Mumbai Indians,Chennai Super Kings,144
598069,1,Kolkata Knight Riders,Sunrisers Hyderabad,130
598069,2,Sunrisers Hyderabad,Kolkata Knight Riders,132
598068,1,Royal Challengers Bangalore,Chennai Super Kings,106
598068,2,Chennai Super Kings,Royal Challengers Bangalore,82
598067,1,Pune Warriors,Delhi Daredevils,172
598067,2,Delhi Daredevils,Pune Warriors,134
598066,1,Kings XI Punjab,Mumbai Indians,183
598066,2,Mumbai Indians,Kings XI Punjab,133
598065,1,Sunrisers Hyderabad,Rajasthan Royals,136
598065,2,Rajasthan Royals,Sunrisers Hyderabad,113
598064,1,Royal Challengers Bangalore,Kings XI Punjab,190
598064,2,Kings XI Punjab,Royal Challengers Bangalore,194
598063,1,Mumbai Indians,Rajasthan Royals,166
598063,2,Rajasthan Royals,Mumbai Indians,152
598062,1,Chennai Super Kings,Delhi Daredevils,168
598062,2,Delhi Daredevils,Chennai Super Kings,135
598061,1,Pune Warriors,Kolkata Knight Riders,170
598061,2,Kolkata Knight Riders,Pune Warriors,163
598060,1,Sunrisers Hyderabad,Mumbai Indians,178
598060,2,Mumbai Indians,Sunrisers Hyderabad,184
598059,1,Delhi Daredevils,Kings XI Punjab,120
598059,2,Kings XI Punjab,Delhi Daredevils,121
598058,1,Chennai Super Kings,Rajasthan Royals,141
598058,2,Rajasthan Royals,Chennai Super Kings,144
598057,1,Royal Challengers Bangalore,Kolkata Knight Riders,115
598057,2,Kolkata Knight Riders,Royal Challengers Bangalore,116
598056,1,Sunrisers Hyderabad,Kings XI Punjab,150
598056,2,Kings XI Punjab,Sunrisers Hyderabad,120
598055,1,Pune Warriors,Mumbai Indians,112
598055,2,Mumbai Indians,Pune Warriors,116
598054,1,Royal Challengers Bangalore,Delhi Daredevils,183
598054,2,Delhi Daredevils,Royal Challengers Bangalore,179
598053,1,Kolkata Knight Riders,Pune Warriors,152
598053,2,Pune Warriors,Kolkata Knight Riders,106
598052,1,Kings XI Punjab,Rajasthan Royals,145
598052,2,Rajasthan Royals,Kings XI Punjab,147
598051,1,Chennai Super Kings,Sunrisers Hyderabad,223
598051,2,Sunrisers Hyderabad,Chennai Super Kings,146
598050,1,Mumbai Indians,Kolkata Knight Riders,170
598050,2,Kolkata Knight Riders,Mumbai Indians,105
598049,1,Delhi Daredevils,Rajasthan Royals,154
598049,2,Rajasthan Royals,Delhi Daredevils,155
598048,1,Sunrisers Hyderabad,Royal Challengers Bangalore,161
598048,2,Royal Challengers Bangalore,Sunrisers Hyderabad,162
598047,1,Pune Warriors,Rajasthan Royals,178
598047,2,Rajasthan Royals,Pune Warriors,182
598046,1,Mumbai Indians,Chennai Super Kings,139
598046,2,Chennai Super Kings,Mumbai Indians,79
598045,1,Royal Challengers Bangalore,Kings XI Punjab,174
598045,2,Kings XI Punjab,Royal Challengers Bangalore,176
598044,1,Delhi Daredevils,Sunrisers Hyderabad,80
598044,2,Sunrisers Hyderabad,Delhi Daredevils,81
598043,1,Rajasthan Royals,Kolkata Knight Riders,132
598043,2,Kolkata Knight Riders,Rajasthan Royals,133
598042,1,Royal Challengers Bangalore,Pune Warriors,187
598042,2,Pune Warriors,Royal Challengers Bangalore,170
598041,1,Chennai Super Kings,Kings XI Punjab,186
598041,2,Kings XI Punjab,Chennai Super Kings,171
598040,1,Kolkata Knight Riders,Delhi Daredevils,136
598040,2,Delhi Daredevils,Kolkata Knight Riders,137
598039,1,Mumbai Indians,Sunrisers Hyderabad,129
598039,2,Sunrisers Hyderabad,Mumbai Indians,130
598038,1,Chennai Super Kings,Pune Warriors,164
598038,2,Pune Warriors,Chennai Super Kings,127
598037,1,Mumbai Indians,Kings XI Punjab,174
598037,2,Kings XI Punjab,Mumbai Indians,170
598036,1,Royal Challengers Bangalore,Rajasthan Royals,171
598036,2,Rajasthan Royals,Royal Challengers Bangalore,173
598035,1,Delhi Daredevils,Pune Warriors,164
598035,2,Pune Warriors,Delhi Daredevils,149
598034,1,Chennai Super Kings,Kolkata Knight Riders,200
598034,2,Kolkata Knight Riders,Chennai Super Kings,186
598033,1,Mumbai Indians,Royal Challengers Bangalore,194
598033,2,Royal Challengers Bangalore,Mumbai Indians,136
598032,1,Sunrisers Hyderabad,Rajasthan Royals,144
598032,2,Rajasthan Royals,Sunrisers Hyderabad,146
598031,1,Kings XI Punjab,Kolkata Knight Riders,149
598031,2,Kolkata Knight Riders,Kings XI Punjab,150
598030,1,Sunrisers Hyderabad,Chennai Super Kings,159
598030,2,Chennai Super Kings,Sunrisers Hyderabad,160
598029,1,Kolkata Knight Riders,Mumbai Indians,159
598029,2,Mumbai Indians,Kolkata Knight Riders,162
598028,1,Kings XI Punjab,Delhi Daredevils,171
598028,2,Delhi Daredevils,Kings XI Punjab,164
598027,1,Royal Challengers Bangalore,Pune Warriors,263
598027,2,Pune Warriors,Royal Challengers Bangalore,133
598026,1,Rajasthan Royals,Chennai Super Kings,185
598026,2,Chennai Super Kings,Rajasthan Royals,186
598025,1,Pune Warriors,Kings XI Punjab,185
598025,2,Kings XI Punjab,Pune Warriors,186
598024,1,Mumbai Indians,Delhi Daredevils,161
598024,2,Delhi Daredevils,Mumbai Indians,165
598023,1,Rajasthan Royals,Royal Challengers Bangalore,117
598023,2,Royal Challengers Bangalore,Rajasthan Royals,123
598022,1,Kolkata Knight Riders,Chennai Super Kings,119
598022,2,Chennai Super Kings,Kolkata Knight Riders,124
598021,1,Kings XI Punjab,Sunrisers Hyderabad,123
598021,2,Sunrisers Hyderabad,Kings XI Punjab,127
598020,1,Chennai Super Kings,Delhi Daredevils,169
598020,2,Delhi Daredevils,Chennai Super Kings,83
598019,1,Rajasthan Royals,Mumbai Indians,179
598019,2,Mumbai Indians,Rajasthan Royals,92
598018,1,Sunrisers Hyderabad,Pune Warriors,119
598018,2,Pune Warriors,Sunrisers Hyderabad,108
598017,1,Delhi Daredevils,Royal Challengers Bangalore,152
598017,2,Royal Challengers Bangalore,Delhi Daredevils,152
598017,3,Royal Challengers Bangalore,,15
598017,4,Delhi Daredevils,,11
598016,1,Kings XI Punjab,Kolkata Knight Riders,157
598016,2,Kolkata Knight Riders,Kings XI Punjab,153
598015,1,Pune Warriors,Chennai Super Kings,159
598015,2,Chennai Super Kings,Pune Warriors,135
598014,1,Kings XI Punjab,Rajasthan Royals,124
598014,2,Rajasthan Royals,Kings XI Punjab,126
598013,1,Kolkata Knight Riders,Sunrisers Hyderabad,180
598013,2,Sunrisers Hyderabad,Kolkata Knight Riders,132
598012,1,Royal Challengers Bangalore,Chennai Super Kings,165
598012,2,Chennai Super Kings,Royal Challengers Bangalore,166
598011,1,Mumbai Indians,Pune Warriors,183
598011,2,Pune Warriors,Mumbai Indians,142
598010,1,Delhi Daredevils,Sunrisers Hyderabad,114
598010,2,Sunrisers Hyderabad,Delhi Daredevils,115
598009,1,Rajasthan Royals,Pune Warriors,145
598009,2,Pune Warriors,Rajasthan Royals,148
598008,1,Kolkata Knight Riders,Royal Challengers Bangalore,154
598008,2,Royal Challengers Bangalore,Kolkata Knight Riders,158
598007,1,Kings XI Punjab,Chennai Super Kings,138
598007,2,Chennai Super Kings,Kings XI Punjab,139
598006,1,Mumbai Indians,Delhi Daredevils,209
598006,2,Delhi Daredevils,Mumbai Indians,165
598005,1,Rajasthan Royals,Kolkata Knight Riders,144
598005,2,Kolkata Knight Riders,Rajasthan Royals,125
598004,1,Royal Challengers Bangalore,Sunrisers Hyderabad,130
598004,2,Sunrisers Hyderabad,Royal Challengers Bangalore,130
598004,3,Sunrisers Hyderabad,,20
598004,4,Royal Challengers Bangalore,,15
598003,1,Pune Warriors,Kings XI Punjab,99
598003,2,Kings XI Punjab,Pune Warriors,100
598002,1,Mumbai Indians,Chennai Super Kings,148
598002,2,Chennai Super Kings,Mumbai Indians,139
598001,1,Rajasthan Royals,Delhi Daredevils,165
598001,2,Delhi Daredevils,Rajasthan Royals,160
598000,1,Sunrisers Hyderabad,Pune Warriors,126
598000,2,Pune Warriors,Sunrisers Hyderabad,104
597999,1,Royal Challengers Bangalore,Mumbai Indians,156
597999,2,Mumbai Indians,Royal Challengers Bangalore,154
597998,1,Delhi Daredevils,Kolkata Knight Riders,128
597998,2,Kolkata Knight Riders,Delhi Daredevils,129
548381,1,Chennai Super Kings,Kolkata Knight Riders,190
548381,2,Kolkata Knight Riders,Chennai Super Kings,192
548380,1,Chennai Super Kings,Delhi Daredevils,222
548380,2,Delhi Daredevils,Chennai Super Kings,136
548379,1,Chennai Super Kings,Mumbai Indians,187
548379,2,Mumbai Indians,Chennai Super Kings,149
548378,1,Kolkata Knight Riders,Delhi Daredevils,162
548378,2,Delhi Daredevils,Kolkata Knight Riders,144
548377,1,Rajasthan Royals,Mumbai Indians,162
548377,2,Mumbai Indians,Rajasthan Royals,163
548376,1,Deccan Chargers,Royal Challengers Bangalore,132
548376,2,Royal Challengers Bangalore,Deccan Chargers,123
548375,1,Kolkata Knight Riders,Pune Warriors,136
548375,2,Pune Warriors,Kolkata Knight Riders,102
548374,1,Kings XI Punjab,Delhi Daredevils,141
548374,2,Delhi Daredevils,Kings XI Punjab,145
548373,1,Rajasthan Royals,Deccan Chargers,126
548373,2,Deccan Chargers,Rajasthan Royals,128
548372,1,Royal Challengers Bangalore,Delhi Daredevils,215
548372,2,Delhi Daredevils,Royal Challengers Bangalore,194
548371,1,Chennai Super Kings,Kings XI Punjab,120
548371,2,Kings XI Punjab,Chennai Super Kings,123
548370,1,Kolkata Knight Riders,Mumbai Indians,140
548370,2,Mumbai Indians,Kolkata Knight Riders,108
548369,1,Kings XI Punjab,Delhi Daredevils,136
548369,2,Delhi Daredevils,Kings XI Punjab,140
548368,1,Kolkata Knight Riders,Chennai Super Kings,158
548368,2,Chennai Super Kings,Kolkata Knight Riders,160
548367,1,Royal Challengers Bangalore,Mumbai Indians,171
548367,2,Mumbai Indians,Royal Challengers Bangalore,173
548366,1,Deccan Chargers,Kings XI Punjab,190
548366,2,Kings XI Punjab,Deccan Chargers,194
548365,1,Rajasthan Royals,Pune Warriors,170
548365,2,Pune Warriors,Rajasthan Royals,125
548364,1,Delhi Daredevils,Chennai Super Kings,114
548364,2,Chennai Super Kings,Delhi Daredevils,115
548363,1,Mumbai Indians,Kolkata Knight Riders,182
548363,2,Kolkata Knight Riders,Mumbai Indians,155
548362,1,Royal Challengers Bangalore,Pune Warriors,173
548362,2,Pune Warriors,Royal Challengers Bangalore,138
548361,1,Rajasthan Royals,Chennai Super Kings,126
548361,2,Chennai Super Kings,Rajasthan Royals,127
548360,1,Mumbai Indians,Royal Challengers Bangalore,141
548360,2,Royal Challengers Bangalore,Mumbai Indians,142
548359,1,Kings XI Punjab,Deccan Chargers,170
548359,2,Deccan Chargers,Kings XI Punjab,145
548358,1,Pune Warriors,Rajasthan Royals,125
548358,2,Rajasthan Royals,Pune Warriors,126
548357,1,Delhi Daredevils,Kolkata Knight Riders,153
548357,2,Kolkata Knight Riders,Delhi Daredevils,154
548356,1,Deccan Chargers,Royal Challengers Bangalore,181
548356,2,Royal Challengers Bangalore,Deccan Chargers,185
548355,1,Chennai Super Kings,Mumbai Indians,173
548355,2,Mumbai Indians,Chennai Super Kings,174
548354,1,Rajasthan Royals,Kings XI Punjab,177
548354,2,Kings XI Punjab,Rajasthan Royals,134
548353,1,Kolkata Knight Riders,Pune Warriors,150
548353,2,Pune Warriors,Kolkata Knight Riders,143
548352,1,Chennai Super Kings,Deccan Chargers,160
548352,2,Deccan Chargers,Chennai Super Kings,150
548351,1,Mumbai Indians,Pune Warriors,120
548351,2,Pune Warriors,Mumbai Indians,119
548350,1,Royal Challengers Bangalore,Kings XI Punjab,158
548350,2,Kings XI Punjab,Royal Challengers Bangalore,163
548349,1,Rajasthan Royals,Delhi Daredevils,141
548349,2,Delhi Daredevils,Rajasthan Royals,144
548348,1,Deccan Chargers,Pune Warriors,186
548348,2,Pune Warriors,Deccan Chargers,173
548347,1,Chennai Super Kings,Kolkata Knight Riders,139
548347,2,Kolkata Knight Riders,Chennai Super Kings,140
548346,1,Deccan Chargers,Mumbai Indians,100
548346,2,Mumbai Indians,Deccan Chargers,101
548345,1,Delhi Daredevils,Rajasthan Royals,152
548345,2,Rajasthan Royals,Delhi Daredevils,151
548344,1,Kolkata Knight Riders,Royal Challengers Bangalore,190
548344,2,Royal Challengers Bangalore,Kolkata Knight Riders,143
548343,1,Kings XI Punjab,Chennai Super Kings,156
548343,2,Chennai Super Kings,Kings XI Punjab,149
548342,1,Delhi Daredevils,Mumbai Indians,207
548342,2,Mumbai Indians,Delhi Daredevils,170
548341,1,Deccan Chargers,Pune Warriors,177
548341,2,Pune Warriors,Deccan Chargers,159
548339,1,Kings XI Punjab,Mumbai Indians,168
548339,2,Mumbai Indians,Kings XI Punjab,171
548337,1,Pune Warriors,Delhi Daredevils,146
548337,2,Delhi Daredevils,Pune Warriors,148
548336,1,Royal Challengers Bangalore,Rajasthan Royals,189
548336,2,Rajasthan Royals,Royal Challengers Bangalore,143
548335,1,Deccan Chargers,Kolkata Knight Riders,126
548335,2,Kolkata Knight Riders,Deccan Chargers,127
548334,1,Mumbai Indians,Kings XI Punjab,163
548334,2,Kings XI Punjab,Mumbai Indians,164
548333,1,Pune Warriors,Delhi Daredevils,192
548333,2,Delhi Daredevils,Pune Warriors,172
548332,1,Rajasthan Royals,Chennai Super Kings,146
548332,2,Chennai Super Kings,Rajasthan Royals,147
548331,1,Kings XI Punjab,Royal Challengers Bangalore,163
548331,2,Royal Challengers Bangalore,Kings XI Punjab,166
548330,1,Chennai Super Kings,Pune Warriors,164
548330,2,Pune Warriors,Chennai Super Kings,151
548329,1,Deccan Chargers,Delhi Daredevils,187
548329,2,Delhi Daredevils,Deccan Chargers,193
548328,1,Kings XI Punjab,Kolkata Knight Riders,124
548328,2,Kolkata Knight Riders,Kings XI Punjab,127
548327,1,Pune Warriors,Royal Challengers Bangalore,182
548327,2,Royal Challengers Bangalore,Pune Warriors,186
548326,1,Deccan Chargers,Rajasthan Royals,196
548326,2,Rajasthan Royals,Deccan Chargers,197
548325,1,Mumbai Indians,Delhi Daredevils,92
548325,2,Delhi Daredevils,Mumbai Indians,93
548324,1,Rajasthan Royals,Royal Challengers Bangalore,195
548324,2,Royal Challengers Bangalore,Rajasthan Royals,136
548323,1,Kings XI Punjab,Kolkata Knight Riders,134
548323,2,Kolkata Knight Riders,Kings XI Punjab,132
548322,1,Chennai Super Kings,Pune Warriors,155
548322,2,Pune Warriors,Chennai Super Kings,156
548321,1,Deccan Chargers,Delhi Daredevils,157
548321,2,Delhi Daredevils,Deccan Chargers,162
548320,1,Rajasthan Royals,Kolkata Knight Riders,131
548320,2,Kolkata Knight Riders,Rajasthan Royals,137
548319,1,Pune Warriors,Kings XI Punjab,115
548319,2,Kings XI Punjab,Pune Warriors,116
548318,1,Royal Challengers Bangalore,Chennai Super Kings,205
548318,2,Chennai Super Kings,Royal Challengers Bangalore,208
548317,1,Mumbai Indians,Rajasthan Royals,197
548317,2,Rajasthan Royals,Mumbai Indians,170
548316,1,Chennai Super Kings,Delhi Daredevils,110
548316,2,Delhi Daredevils,Chennai Super Kings,111
548315,1,Kolkata Knight Riders,Royal Challengers Bangalore,165
548315,2,Royal Challengers Bangalore,Kolkata Knight Riders,123
548314,1,Deccan Chargers,Mumbai Indians,138
548314,2,Mumbai Indians,Deccan Chargers,142
548313,1,Pune Warriors,Kings XI Punjab,166
548313,2,Kings XI Punjab,Pune Warriors,144
548312,1,Rajasthan Royals,Kolkata Knight Riders,164
548312,2,Kolkata Knight Riders,Rajasthan Royals,142
548311,1,Chennai Super Kings,Deccan Chargers,193
548311,2,Deccan Chargers,Chennai Super Kings,119
548310,1,Royal Challengers Bangalore,Delhi Daredevils,157
548310,2,Delhi Daredevils,Royal Challengers Bangalore,137
548309,1,Rajasthan Royals,Kings XI Punjab,191
548309,2,Kings XI Punjab,Rajasthan Royals,160
548308,1,Pune Warriors,Mumbai Indians,129
548308,2,Mumbai Indians,Pune Warriors,101
548307,1,Kolkata Knight Riders,Delhi Daredevils,97
548307,2,Delhi Daredevils,Kolkata Knight Riders,100
548306,1,Chennai Super Kings,Mumbai Indians,112
548306,2,Mumbai Indians,Chennai Super Kings,115
501271,1,Chennai Super Kings,Royal Challengers Bangalore,205
501271,2,Royal Challengers Bangalore,Chennai Super Kings,147
501270,1,Royal Challengers Bangalore,Mumbai Indians,185
501270,2,Mumbai Indians,Royal Challengers Bangalore,142
501269,1,Kolkata Knight Riders,Mumbai Indians,147
501269,2,Mumbai Indians,Kolkata Knight Riders,148
501268,1,Royal Challengers Bangalore,Chennai Super Kings,175
501268,2,Chennai Super Kings,Royal Challengers Bangalore,177
501267,1,Kolkata Knight Riders,Mumbai Indians,175
501267,2,Mumbai Indians,Kolkata Knight Riders,178
501266,1,Chennai Super Kings,Royal Challengers Bangalore,128
501266,2,Royal Challengers Bangalore,Chennai Super Kings,129
501265,1,Delhi Daredevils,,56
501264,1,Deccan Chargers,Kings XI Punjab,198
501264,2,Kings XI Punjab,Deccan Chargers,116
501263,1,Mumbai Indians,Rajasthan Royals,133
501263,2,Rajasthan Royals,Mumbai Indians,134
501262,1,Pune Warriors,Kolkata Knight Riders,118
501262,2,Kolkata Knight Riders,Pune Warriors,119
501261,1,Chennai Super Kings,Kochi Tuskers Kerala,152
501261,2,Kochi Tuskers Kerala,Chennai Super Kings,141
501260,1,Kings XI Punjab,Royal Challengers Bangalore,232
501260,2,Royal Challengers Bangalore,Kings XI Punjab,121
501259,1,Pune Warriors,Deccan Chargers,136
501259,2,Deccan Chargers,Pune Warriors,138
501258,1,Rajasthan Royals,Kochi Tuskers Kerala,97
501258,2,Kochi Tuskers Kerala,Rajasthan Royals,98
