ID,innings,BattingTeam,bowling_team,total_run_y
1178396,1,Rajasthan Royals,Kolkata Knight Riders,139
1178396,2,Kolkata Knight Riders,Rajasthan Royals,140
1178395,1,Royal Challengers Bangalore,Delhi Capitals,149
1178395,2,Delhi Capitals,Royal Challengers Bangalore,152
1178394,1,Mumbai Indians,Sunrisers Hyderabad,136
1178394,2,Sunrisers Hyderabad,Mumbai Indians,96
1178393,1,Chennai Super Kings,Kings XI Punjab,160
1178393,2,Kings XI Punjab,Chennai Super Kings,138
1175372,1,Royal Challengers Bangalore,Kolkata Knight Riders,205
1175372,2,Kolkata Knight Riders,Royal Challengers Bangalore,206
1175371,1,Delhi Capitals,Sunrisers Hyderabad,129
1175371,2,Sunrisers Hyderabad,Delhi Capitals,131
1175370,1,Mumbai Indians,Chennai Super Kings,170
1175370,2,Chennai Super Kings,Mumbai Indians,133
1175369,1,Royal Challengers Bangalore,Rajasthan Royals,158
1175369,2,Rajasthan Royals,Royal Challengers Bangalore,164
1175368,1,Kings XI Punjab,Delhi Capitals,166
1175368,2,Delhi Capitals,Kings XI Punjab,152
1175367,1,Chennai Super Kings,Rajasthan Royals,175
1175367,2,Rajasthan Royals,Chennai Super Kings,167
1175366,1,Sunrisers Hyderabad,Royal Challengers Bangalore,231
1175366,2,Royal Challengers Bangalore,Sunrisers Hyderabad,113
1175365,1,Kolkata Knight Riders,Delhi Capitals,185
1175365,2,Delhi Capitals,Kolkata Knight Riders,185
1175365,3,Delhi Capitals,,10
1175365,4,Kolkata Knight Riders,,7
1175364,1,Mumbai Indians,Kings XI Punjab,176
1175364,2,Kings XI Punjab,Mumbai Indians,177
1175363,1,Rajasthan Royals,Sunrisers Hyderabad,198
1175363,2,Sunrisers Hyderabad,Rajasthan Royals,201
1175362,1,Mumbai Indians,Royal Challengers Bangalore,187
1175362,2,Royal Challengers Bangalore,Mumbai Indians,181
1175361,1,Kolkata Knight Riders,Kings XI Punjab,218
1175361,2,Kings XI Punjab,Kolkata Knight Riders,190
1175360,1,Delhi Capitals,Chennai Super Kings,147
1175360,2,Chennai Super Kings,Delhi Capitals,150
1175359,1,Kings XI Punjab,Rajasthan Royals,184
1175359,2,Rajasthan Royals,Kings XI Punjab,170
1175358,1,Delhi Capitals,Mumbai Indians,213
1175358,2,Mumbai Indians,Delhi Capitals,176
1175357,1,Sunrisers Hyderabad,Kolkata Knight Riders,181
1175357,2,Kolkata Knight Riders,Sunrisers Hyderabad,183
1175356,1,Royal Challengers Bangalore,Chennai Super Kings,70
1175356,2,Chennai Super Kings,Royal Challengers Bangalore,71
1136620,1,Sunrisers Hyderabad,Chennai Super Kings,178
1136620,2,Chennai Super Kings,Sunrisers Hyderabad,181
1136619,1,Sunrisers Hyderabad,Kolkata Knight Riders,174
1136619,2,Kolkata Knight Riders,Sunrisers Hyderabad,160
1136618,1,Kolkata Knight Riders,Rajasthan Royals,169
1136618,2,Rajasthan Royals,Kolkata Knight Riders,144
1136617,1,Sunrisers Hyderabad,Chennai Super Kings,139
1136617,2,Chennai Super Kings,Sunrisers Hyderabad,140
1136616,1,Kings XI Punjab,Chennai Super Kings,153
1136616,2,Chennai Super Kings,Kings XI Punjab,159
1136615,1,Delhi Daredevils,Mumbai Indians,174
1136615,2,Mumbai Indians,Delhi Daredevils,163
1136614,1,Sunrisers Hyderabad,Kolkata Knight Riders,172
1136614,2,Kolkata Knight Riders,Sunrisers Hyderabad,173
1136613,1,Rajasthan Royals,Royal Challengers Bangalore,164
1136613,2,Royal Challengers Bangalore,Rajasthan Royals,134
1136612,1,Delhi Daredevils,Chennai Super Kings,162
1136612,2,Chennai Super Kings,Delhi Daredevils,128
1136611,1,Royal Challengers Bangalore,Sunrisers Hyderabad,218
1136611,2,Sunrisers Hyderabad,Royal Challengers Bangalore,204
1136610,1,Mumbai Indians,Kings XI Punjab,186
1136610,2,Kings XI Punjab,Mumbai Indians,183
1136609,1,Rajasthan Royals,Kolkata Knight Riders,142
1136609,2,Kolkata Knight Riders,Rajasthan Royals,145
1136608,1,Kings XI Punjab,Royal Challengers Bangalore,88
1136608,2,Royal Challengers Bangalore,Kings XI Punjab,92
1136607,1,Mumbai Indians,Rajasthan Royals,168
1136607,2,Rajasthan Royals,Mumbai Indians,171
1136606,1,Sunrisers Hyderabad,Chennai Super Kings,179
1136606,2,Chennai Super Kings,Sunrisers Hyderabad,180
1136605,1,Delhi Daredevils,Royal Challengers Bangalore,181
1136605,2,Royal Challengers Bangalore,Delhi Daredevils,187
1136604,1,Kolkata Knight Riders,Kings XI Punjab,245
1136604,2,Kings XI Punjab,Kolkata Knight Riders,214
1136603,1,Chennai Super Kings,Rajasthan Royals,176
1136603,2,Rajasthan Royals,Chennai Super Kings,177
1136602,1,Delhi Daredevils,Sunrisers Hyderabad,187
1136602,2,Sunrisers Hyderabad,Delhi Daredevils,191
1136601,1,Mumbai Indians,Kolkata Knight Riders,210
1136601,2,Kolkata Knight Riders,Mumbai Indians,108
1136600,1,Rajasthan Royals,Kings XI Punjab,158
1136600,2,Kings XI Punjab,Rajasthan Royals,143
1136599,1,Sunrisers Hyderabad,Royal Challengers Bangalore,146
1136599,2,Royal Challengers Bangalore,Sunrisers Hyderabad,141
1136598,1,Rajasthan Royals,Kings XI Punjab,152
1136598,2,Kings XI Punjab,Rajasthan Royals,155
1136597,1,Mumbai Indians,Kolkata Knight Riders,181
1136597,2,Kolkata Knight Riders,Mumbai Indians,168
1136596,1,Delhi Daredevils,Sunrisers Hyderabad,163
1136596,2,Sunrisers Hyderabad,Delhi Daredevils,164
1136595,1,Royal Challengers Bangalore,Chennai Super Kings,127
1136595,2,Chennai Super Kings,Royal Challengers Bangalore,128
1136594,1,Kings XI Punjab,Mumbai Indians,174
1136594,2,Mumbai Indians,Kings XI Punjab,176
1136593,1,Chennai Super Kings,Kolkata Knight Riders,177
1136593,2,Kolkata Knight Riders,Chennai Super Kings,180
1136592,1,Delhi Daredevils,Rajasthan Royals,196
1136592,2,Rajasthan Royals,Delhi Daredevils,146
1136591,1,Royal Challengers Bangalore,Mumbai Indians,167
1136591,2,Mumbai Indians,Royal Challengers Bangalore,153
1136590,1,Chennai Super Kings,Delhi Daredevils,211
1136590,2,Delhi Daredevils,Chennai Super Kings,198
1136589,1,Royal Challengers Bangalore,Kolkata Knight Riders,175
1136589,2,Kolkata Knight Riders,Royal Challengers Bangalore,176
1136588,1,Sunrisers Hyderabad,Rajasthan Royals,151
1136588,2,Rajasthan Royals,Sunrisers Hyderabad,140
1136587,1,Chennai Super Kings,Mumbai Indians,169
1136587,2,Mumbai Indians,Chennai Super Kings,170
1136586,1,Delhi Daredevils,Kolkata Knight Riders,219
1136586,2,Kolkata Knight Riders,Delhi Daredevils,164
1136585,1,Sunrisers Hyderabad,Kings XI Punjab,132
1136585,2,Kings XI Punjab,Sunrisers Hyderabad,119
1136584,1,Royal Challengers Bangalore,Chennai Super Kings,205
1136584,2,Chennai Super Kings,Royal Challengers Bangalore,207
1136583,1,Sunrisers Hyderabad,Mumbai Indians,118
1136583,2,Mumbai Indians,Sunrisers Hyderabad,87
1136582,1,Kings XI Punjab,Delhi Daredevils,143
1136582,2,Delhi Daredevils,Kings XI Punjab,139
1136581,1,Mumbai Indians,Rajasthan Royals,167
1136581,2,Rajasthan Royals,Mumbai Indians,168
1136580,1,Chennai Super Kings,Sunrisers Hyderabad,182
1136580,2,Sunrisers Hyderabad,Chennai Super Kings,178
1136579,1,Delhi Daredevils,Royal Challengers Bangalore,174
1136579,2,Royal Challengers Bangalore,Delhi Daredevils,176
1136578,1,Kolkata Knight Riders,Kings XI Punjab,191
1136578,2,Kings XI Punjab,Kolkata Knight Riders,126
1136577,1,Chennai Super Kings,Rajasthan Royals,204
1136577,2,Rajasthan Royals,Chennai Super Kings,140
1136576,1,Kings XI Punjab,Sunrisers Hyderabad,193
1136576,2,Sunrisers Hyderabad,Kings XI Punjab,178
1136575,1,Rajasthan Royals,Kolkata Knight Riders,160
1136575,2,Kolkata Knight Riders,Rajasthan Royals,163
1136574,1,Mumbai Indians,Royal Challengers Bangalore,213
1136574,2,Royal Challengers Bangalore,Mumbai Indians,167
1136573,1,Kolkata Knight Riders,Delhi Daredevils,200
1136573,2,Delhi Daredevils,Kolkata Knight Riders,129
1136572,1,Kings XI Punjab,Chennai Super Kings,197
1136572,2,Chennai Super Kings,Kings XI Punjab,193
1136571,1,Rajasthan Royals,Royal Challengers Bangalore,217
1136571,2,Royal Challengers Bangalore,Rajasthan Royals,198
1136570,1,Kolkata Knight Riders,Sunrisers Hyderabad,138
1136570,2,Sunrisers Hyderabad,Kolkata Knight Riders,139
1136569,1,Mumbai Indians,Delhi Daredevils,194
1136569,2,Delhi Daredevils,Mumbai Indians,195
1136568,1,Kings XI Punjab,Royal Challengers Bangalore,155
1136568,2,Royal Challengers Bangalore,Kings XI Punjab,159
1136567,1,Mumbai Indians,Sunrisers Hyderabad,147
1136567,2,Sunrisers Hyderabad,Mumbai Indians,151
1136566,1,Rajasthan Royals,Delhi Daredevils,153
1136566,2,Delhi Daredevils,Rajasthan Royals,60
1136565,1,Kolkata Knight Riders,Chennai Super Kings,202
1136565,2,Chennai Super Kings,Kolkata Knight Riders,205
1136564,1,Rajasthan Royals,Sunrisers Hyderabad,125
1136564,2,Sunrisers Hyderabad,Rajasthan Royals,127
1136563,1,Royal Challengers Bangalore,Kolkata Knight Riders,176
1136563,2,Kolkata Knight Riders,Royal Challengers Bangalore,177
1136562,1,Delhi Daredevils,Kings XI Punjab,166
1136562,2,Kings XI Punjab,Delhi Daredevils,167
1136561,1,Mumbai Indians,Chennai Super Kings,165
1136561,2,Chennai Super Kings,Mumbai Indians,169
1082650,1,Mumbai Indians,Rising Pune Supergiant,129
1082650,2,Rising Pune Supergiant,Mumbai Indians,128
1082649,1,Kolkata Knight Riders,Mumbai Indians,107
1082649,2,Mumbai Indians,Kolkata Knight Riders,111
1082648,1,Sunrisers Hyderabad,Kolkata Knight Riders,128
1082648,2,Kolkata Knight Riders,Sunrisers Hyderabad,48
1082647,1,Rising Pune Supergiant,Mumbai Indians,162
1082647,2,Mumbai Indians,Rising Pune Supergiant,142
1082646,1,Royal Challengers Bangalore,Delhi Daredevils,161
1082646,2,Delhi Daredevils,Royal Challengers Bangalore,151
1082645,1,Kings XI Punjab,Rising Pune Supergiant,73
1082645,2,Rising Pune Supergiant,Kings XI Punjab,78
1082644,1,Mumbai Indians,Kolkata Knight Riders,173
1082644,2,Kolkata Knight Riders,Mumbai Indians,164
1082643,1,Gujarat Lions,Sunrisers Hyderabad,154
1082643,2,Sunrisers Hyderabad,Gujarat Lions,158
1082642,1,Delhi Daredevils,Rising Pune Supergiant,168
1082642,2,Rising Pune Supergiant,Delhi Daredevils,161
1082641,1,Kings XI Punjab,Mumbai Indians,230
1082641,2,Mumbai Indians,Kings XI Punjab,223
1082640,1,Gujarat Lions,Delhi Daredevils,195
1082640,2,Delhi Daredevils,Gujarat Lions,197
1082639,1,Kings XI Punjab,Kolkata Knight Riders,167
1082639,2,Kolkata Knight Riders,Kings XI Punjab,153
1082638,1,Mumbai Indians,Sunrisers Hyderabad,138
1082638,2,Sunrisers Hyderabad,Mumbai Indians,140
1082637,1,Kings XI Punjab,Gujarat Lions,189
1082637,2,Gujarat Lions,Kings XI Punjab,192
1082636,1,Royal Challengers Bangalore,Kolkata Knight Riders,158
1082636,2,Kolkata Knight Riders,Royal Challengers Bangalore,159
1082635,1,Mumbai Indians,Delhi Daredevils,212
1082635,2,Delhi Daredevils,Mumbai Indians,66
1082634,1,Rising Pune Supergiant,Sunrisers Hyderabad,148
1082634,2,Sunrisers Hyderabad,Rising Pune Supergiant,136
1082633,1,Kings XI Punjab,Royal Challengers Bangalore,138
1082633,2,Royal Challengers Bangalore,Kings XI Punjab,119
1082632,1,Gujarat Lions,Delhi Daredevils,208
1082632,2,Delhi Daredevils,Gujarat Lions,214
1082631,1,Kolkata Knight Riders,Rising Pune Supergiant,155
1082631,2,Rising Pune Supergiant,Kolkata Knight Riders,158
1082630,1,Sunrisers Hyderabad,Delhi Daredevils,185
1082630,2,Delhi Daredevils,Sunrisers Hyderabad,189
1082629,1,Gujarat Lions,Rising Pune Supergiant,161
1082629,2,Rising Pune Supergiant,Gujarat Lions,167
1082628,1,Royal Challengers Bangalore,Mumbai Indians,162
1082628,2,Mumbai Indians,Royal Challengers Bangalore,165
1082627,1,Sunrisers Hyderabad,Kolkata Knight Riders,209
1082627,2,Kolkata Knight Riders,Sunrisers Hyderabad,161
1082626,1,Delhi Daredevils,Kings XI Punjab,67
1082626,2,Kings XI Punjab,Delhi Daredevils,68
1082625,1,Gujarat Lions,Mumbai Indians,153
1082625,2,Mumbai Indians,Gujarat Lions,153
1082625,3,Mumbai Indians,,11
1082625,4,Gujarat Lions,,6
1082624,1,Rising Pune Supergiant,Royal Challengers Bangalore,157
1082624,2,Royal Challengers Bangalore,Rising Pune Supergiant,96
1082623,1,Sunrisers Hyderabad,Kings XI Punjab,207
1082623,2,Kings XI Punjab,Sunrisers Hyderabad,181
1082622,1,Delhi Daredevils,Kolkata Knight Riders,160
1082622,2,Kolkata Knight Riders,Delhi Daredevils,161
1082621,1,Royal Challengers Bangalore,Gujarat Lions,134
1082621,2,Gujarat Lions,Royal Challengers Bangalore,135
1082620,1,Rising Pune Supergiant,Kolkata Knight Riders,182
1082620,2,Kolkata Knight Riders,Rising Pune Supergiant,184
1082618,1,Rising Pune Supergiant,Mumbai Indians,160
1082618,2,Mumbai Indians,Rising Pune Supergiant,157
1082617,1,Kolkata Knight Riders,Royal Challengers Bangalore,131
1082617,2,Royal Challengers Bangalore,Kolkata Knight Riders,49
1082616,1,Kings XI Punjab,Gujarat Lions,188
1082616,2,Gujarat Lions,Kings XI Punjab,162
1082615,1,Sunrisers Hyderabad,Rising Pune Supergiant,176
1082615,2,Rising Pune Supergiant,Sunrisers Hyderabad,179
1082614,1,Mumbai Indians,Delhi Daredevils,142
1082614,2,Delhi Daredevils,Mumbai Indians,128
1082613,1,Kolkata Knight Riders,Gujarat Lions,187
1082613,2,Gujarat Lions,Kolkata Knight Riders,188
1082612,1,Kings XI Punjab,Mumbai Indians,198
1082612,2,Mumbai Indians,Kings XI Punjab,199
1082611,1,Sunrisers Hyderabad,Delhi Daredevils,191
1082611,2,Delhi Daredevils,Sunrisers Hyderabad,176
1082610,1,Royal Challengers Bangalore,Gujarat Lions,213
1082610,2,Gujarat Lions,Royal Challengers Bangalore,192
1082609,1,Sunrisers Hyderabad,Kings XI Punjab,159
1082609,2,Kings XI Punjab,Sunrisers Hyderabad,154
1082608,1,Delhi Daredevils,Kolkata Knight Riders,168
1082608,2,Kolkata Knight Riders,Delhi Daredevils,169
1082607,1,Rising Pune Supergiant,Royal Challengers Bangalore,161
1082607,2,Royal Challengers Bangalore,Rising Pune Supergiant,134
1082606,1,Gujarat Lions,Mumbai Indians,176
1082606,2,Mumbai Indians,Gujarat Lions,177
1082605,1,Delhi Daredevils,Kings XI Punjab,188
1082605,2,Kings XI Punjab,Delhi Daredevils,137
1082604,1,Kolkata Knight Riders,Sunrisers Hyderabad,172
1082604,2,Sunrisers Hyderabad,Kolkata Knight Riders,155
1082603,1,Rising Pune Supergiant,Gujarat Lions,171
1082603,2,Gujarat Lions,Rising Pune Supergiant,172
1082602,1,Royal Challengers Bangalore,Mumbai Indians,142
1082602,2,Mumbai Indians,Royal Challengers Bangalore,145
1082601,1,Kings XI Punjab,Kolkata Knight Riders,170
1082601,2,Kolkata Knight Riders,Kings XI Punjab,171
1082600,1,Sunrisers Hyderabad,Mumbai Indians,158
1082600,2,Mumbai Indians,Sunrisers Hyderabad,159
1082599,1,Delhi Daredevils,Rising Pune Supergiant,205
1082599,2,Rising Pune Supergiant,Delhi Daredevils,108
1082598,1,Royal Challengers Bangalore,Kings XI Punjab,148
1082598,2,Kings XI Punjab,Royal Challengers Bangalore,150
1082597,1,Kolkata Knight Riders,Mumbai Indians,178
1082597,2,Mumbai Indians,Kolkata Knight Riders,180
1082596,1,Gujarat Lions,Sunrisers Hyderabad,135
1082596,2,Sunrisers Hyderabad,Gujarat Lions,140
1082595,1,Royal Challengers Bangalore,Delhi Daredevils,157
1082595,2,Delhi Daredevils,Royal Challengers Bangalore,142
1082594,1,Rising Pune Supergiant,Kings XI Punjab,163
1082594,2,Kings XI Punjab,Rising Pune Supergiant,164
1082593,1,Gujarat Lions,Kolkata Knight Riders,183
1082593,2,Kolkata Knight Riders,Gujarat Lions,184
1082592,1,Mumbai Indians,Rising Pune Supergiant,184
1082592,2,Rising Pune Supergiant,Mumbai Indians,187
1082591,1,Sunrisers Hyderabad,Royal Challengers Bangalore,207
1082591,2,Royal Challengers Bangalore,Sunrisers Hyderabad,172
981019,1,Sunrisers Hyderabad,Royal Challengers Bangalore,208
981019,2,Royal Challengers Bangalore,Sunrisers Hyderabad,200
981017,1,Gujarat Lions,Sunrisers Hyderabad,162
981017,2,Sunrisers Hyderabad,Gujarat Lions,163
981015,1,Sunrisers Hyderabad,Kolkata Knight Riders,162
981015,2,Kolkata Knight Riders,Sunrisers Hyderabad,140
981013,1,Gujarat Lions,Royal Challengers Bangalore,158
981013,2,Royal Challengers Bangalore,Gujarat Lions,159
981011,1,Delhi Daredevils,Royal Challengers Bangalore,138
981011,2,Royal Challengers Bangalore,Delhi Daredevils,139
981009,1,Kolkata Knight Riders,Sunrisers Hyderabad,171
981009,2,Sunrisers Hyderabad,Kolkata Knight Riders,149
981007,1,Mumbai Indians,Gujarat Lions,172
981007,2,Gujarat Lions,Mumbai Indians,173
981005,1,Kings XI Punjab,Rising Pune Supergiants,172
981005,2,Rising Pune Supergiants,Kings XI Punjab,173
981003,1,Sunrisers Hyderabad,Delhi Daredevils,158
981003,2,Delhi Daredevils,Sunrisers Hyderabad,161
981001,1,Kolkata Knight Riders,Gujarat Lions,124
981001,2,Gujarat Lions,Kolkata Knight Riders,125
980999,1,Royal Challengers Bangalore,Kings XI Punjab,211
980999,2,Kings XI Punjab,Royal Challengers Bangalore,120
980997,1,Delhi Daredevils,Rising Pune Supergiants,121
980997,2,Rising Pune Supergiants,Delhi Daredevils,76
980995,1,Kolkata Knight Riders,Royal Challengers Bangalore,183
980995,2,Royal Challengers Bangalore,Kolkata Knight Riders,186
980993,1,Mumbai Indians,Delhi Daredevils,206
980993,2,Delhi Daredevils,Mumbai Indians,126
980991,1,Kings XI Punjab,Sunrisers Hyderabad,179
980991,2,Sunrisers Hyderabad,Kings XI Punjab,180
980989,1,Rising Pune Supergiants,Kolkata Knight Riders,103
980989,2,Kolkata Knight Riders,Rising Pune Supergiants,66
980987,1,Royal Challengers Bangalore,Gujarat Lions,248
980987,2,Gujarat Lions,Royal Challengers Bangalore,104
980985,1,Mumbai Indians,Kings XI Punjab,124
980985,2,Kings XI Punjab,Mumbai Indians,127
980983,1,Sunrisers Hyderabad,Delhi Daredevils,146
980983,2,Delhi Daredevils,Sunrisers Hyderabad,150
980981,1,Royal Challengers Bangalore,Mumbai Indians,151
980981,2,Mumbai Indians,Royal Challengers Bangalore,153
980979,1,Sunrisers Hyderabad,Rising Pune Supergiants,137
980979,2,Rising Pune Supergiants,Sunrisers Hyderabad,133
980977,1,Royal Challengers Bangalore,Kings XI Punjab,175
980977,2,Kings XI Punjab,Royal Challengers Bangalore,174
980975,1,Kolkata Knight Riders,Gujarat Lions,158
980975,2,Gujarat Lions,Kolkata Knight Riders,164
980973,1,Sunrisers Hyderabad,Mumbai Indians,177
980973,2,Mumbai Indians,Sunrisers Hyderabad,92
980971,1,Kings XI Punjab,Delhi Daredevils,181
980971,2,Delhi Daredevils,Kings XI Punjab,172
980969,1,Rising Pune Supergiants,Royal Challengers Bangalore,191
980969,2,Royal Challengers Bangalore,Rising Pune Supergiants,195
980967,1,Gujarat Lions,Sunrisers Hyderabad,126
980967,2,Sunrisers Hyderabad,Gujarat Lions,129
980965,1,Delhi Daredevils,Rising Pune Supergiants,162
980965,2,Rising Pune Supergiants,Delhi Daredevils,166
980963,1,Kolkata Knight Riders,Kings XI Punjab,164
980963,2,Kings XI Punjab,Kolkata Knight Riders,157
980961,1,Gujarat Lions,Delhi Daredevils,149
980961,2,Delhi Daredevils,Gujarat Lions,150
980959,1,Royal Challengers Bangalore,Kolkata Knight Riders,185
980959,2,Kolkata Knight Riders,Royal Challengers Bangalore,189
980957,1,Rising Pune Supergiants,Mumbai Indians,159
980957,2,Mumbai Indians,Rising Pune Supergiants,161
980955,1,Kings XI Punjab,Gujarat Lions,154
980955,2,Gujarat Lions,Kings XI Punjab,131
980953,1,Sunrisers Hyderabad,Royal Challengers Bangalore,194
980953,2,Royal Challengers Bangalore,Sunrisers Hyderabad,179
980951,1,Delhi Daredevils,Kolkata Knight Riders,186
980951,2,Kolkata Knight Riders,Delhi Daredevils,159
980949,1,Rising Pune Supergiants,Gujarat Lions,195
980949,2,Gujarat Lions,Rising Pune Supergiants,196
980947,1,Kolkata Knight Riders,Mumbai Indians,174
980947,2,Mumbai Indians,Kolkata Knight Riders,178
980945,1,Gujarat Lions,Delhi Daredevils,172
980945,2,Delhi Daredevils,Gujarat Lions,171
980943,1,Sunrisers Hyderabad,Rising Pune Supergiants,118
980943,2,Rising Pune Supergiants,Sunrisers Hyderabad,94
980941,1,Mumbai Indians,Kings XI Punjab,189
980941,2,Kings XI Punjab,Mumbai Indians,164
980939,1,Rising Pune Supergiants,Kolkata Knight Riders,160
980939,2,Kolkata Knight Riders,Rising Pune Supergiants,162
980937,1,Royal Challengers Bangalore,Gujarat Lions,180
980937,2,Gujarat Lions,Royal Challengers Bangalore,182
980935,1,Kings XI Punjab,Sunrisers Hyderabad,143
980935,2,Sunrisers Hyderabad,Kings XI Punjab,146
980933,1,Delhi Daredevils,Mumbai Indians,164
980933,2,Mumbai Indians,Delhi Daredevils,154
980931,1,Royal Challengers Bangalore,Rising Pune Supergiants,185
980931,2,Rising Pune Supergiants,Royal Challengers Bangalore,172
980929,1,Gujarat Lions,Sunrisers Hyderabad,135
980929,2,Sunrisers Hyderabad,Gujarat Lions,137
980927,1,Royal Challengers Bangalore,Mumbai Indians,170
980927,2,Mumbai Indians,Royal Challengers Bangalore,171
980925,1,Kings XI Punjab,Kolkata Knight Riders,138
980925,2,Kolkata Knight Riders,Kings XI Punjab,141
980923,1,Mumbai Indians,Sunrisers Hyderabad,142
980923,2,Sunrisers Hyderabad,Mumbai Indians,145
980921,1,Royal Challengers Bangalore,Delhi Daredevils,191
980921,2,Delhi Daredevils,Royal Challengers Bangalore,192
980919,1,Rising Pune Supergiants,Kings XI Punjab,152
980919,2,Kings XI Punjab,Rising Pune Supergiants,153
980917,1,Mumbai Indians,Gujarat Lions,143
980917,2,Gujarat Lions,Mumbai Indians,147
980915,1,Sunrisers Hyderabad,Kolkata Knight Riders,142
980915,2,Kolkata Knight Riders,Sunrisers Hyderabad,146
980913,1,Kings XI Punjab,Delhi Daredevils,111
980913,2,Delhi Daredevils,Kings XI Punjab,113
980911,1,Rising Pune Supergiants,Gujarat Lions,163
980911,2,Gujarat Lions,Rising Pune Supergiants,164
980909,1,Kolkata Knight Riders,Mumbai Indians,187
980909,2,Mumbai Indians,Kolkata Knight Riders,188
980907,1,Royal Challengers Bangalore,Sunrisers Hyderabad,227
980907,2,Sunrisers Hyderabad,Royal Challengers Bangalore,182
980905,1,Kings XI Punjab,Gujarat Lions,161
980905,2,Gujarat Lions,Kings XI Punjab,162
980903,1,Delhi Daredevils,Kolkata Knight Riders,98
980903,2,Kolkata Knight Riders,Delhi Daredevils,99
980901,1,Mumbai Indians,Rising Pune Supergiants,121
980901,2,Rising Pune Supergiants,Mumbai Indians,126
829823,1,Mumbai Indians,Chennai Super Kings,202
829823,2,Chennai Super Kings,Mumbai Indians,161
829821,1,Royal Challengers Bangalore,Chennai Super Kings,139
829821,2,Chennai Super Kings,Royal Challengers Bangalore,140
829819,1,Royal Challengers Bangalore,Rajasthan Royals,180
829819,2,Rajasthan Royals,Royal Challengers Bangalore,109
829817,1,Mumbai Indians,Chennai Super Kings,187
829817,2,Chennai Super Kings,Mumbai Indians,162
829815,1,Sunrisers Hyderabad,Mumbai Indians,113
829815,2,Mumbai Indians,Sunrisers Hyderabad,114
829813,1,Delhi Daredevils,Royal Challengers Bangalore,187
829813,2,Royal Challengers Bangalore,Delhi Daredevils,2
829811,1,Rajasthan Royals,Kolkata Knight Riders,199
829811,2,Kolkata Knight Riders,Rajasthan Royals,190
829809,1,Kings XI Punjab,Chennai Super Kings,130
829809,2,Chennai Super Kings,Kings XI Punjab,134
829807,1,Sunrisers Hyderabad,Royal Challengers Bangalore,135
829807,2,Royal Challengers Bangalore,Sunrisers Hyderabad,83
829805,1,Mumbai Indians,Kolkata Knight Riders,171
829805,2,Kolkata Knight Riders,Mumbai Indians,166
829803,1,Kings XI Punjab,Royal Challengers Bangalore,106
829803,2,Royal Challengers Bangalore,Kings XI Punjab,84
829801,1,Chennai Super Kings,Delhi Daredevils,119
829801,2,Delhi Daredevils,Chennai Super Kings,120
829799,1,Sunrisers Hyderabad,Kings XI Punjab,185
829799,2,Kings XI Punjab,Sunrisers Hyderabad,180
829797,1,Chennai Super Kings,Rajasthan Royals,157
829797,2,Rajasthan Royals,Chennai Super Kings,145
829795,1,Royal Challengers Bangalore,Mumbai Indians,235
829795,2,Mumbai Indians,Royal Challengers Bangalore,196
829793,1,Sunrisers Hyderabad,Delhi Daredevils,163
829793,2,Delhi Daredevils,Sunrisers Hyderabad,157
829791,1,Kings XI Punjab,Kolkata Knight Riders,183
829791,2,Kolkata Knight Riders,Kings XI Punjab,184
829789,1,Chennai Super Kings,Mumbai Indians,158
829789,2,Mumbai Indians,Chennai Super Kings,159
829787,1,Sunrisers Hyderabad,Rajasthan Royals,201
829787,2,Rajasthan Royals,Sunrisers Hyderabad,194
829785,1,Royal Challengers Bangalore,Kings XI Punjab,226
829785,2,Kings XI Punjab,Royal Challengers Bangalore,88
829783,1,Delhi Daredevils,Mumbai Indians,152
829783,2,Mumbai Indians,Delhi Daredevils,153
829781,1,Kolkata Knight Riders,Sunrisers Hyderabad,167
829781,2,Sunrisers Hyderabad,Kolkata Knight Riders,132
829779,1,Chennai Super Kings,Royal Challengers Bangalore,148
829779,2,Royal Challengers Bangalore,Chennai Super Kings,124
829777,1,Rajasthan Royals,Delhi Daredevils,189
829777,2,Delhi Daredevils,Rajasthan Royals,175
829775,1,Mumbai Indians,Kings XI Punjab,172
829775,2,Kings XI Punjab,Mumbai Indians,149
829773,1,Sunrisers Hyderabad,Chennai Super Kings,192
829773,2,Chennai Super Kings,Sunrisers Hyderabad,170
829771,1,Kolkata Knight Riders,Royal Challengers Bangalore,111
829771,2,Royal Challengers Bangalore,Kolkata Knight Riders,115
829769,1,Mumbai Indians,Rajasthan Royals,187
829769,2,Rajasthan Royals,Mumbai Indians,179
829767,1,Kings XI Punjab,Delhi Daredevils,118
829767,2,Delhi Daredevils,Kings XI Punjab,119
829765,1,Chennai Super Kings,Kolkata Knight Riders,134
829765,2,Kolkata Knight Riders,Chennai Super Kings,132
829763,1,Royal Challengers Bangalore,,200
829761,1,Kolkata Knight Riders,Delhi Daredevils,171
829761,2,Delhi Daredevils,Kolkata Knight Riders,158
829759,1,Sunrisers Hyderabad,Kings XI Punjab,150
829759,2,Kings XI Punjab,Sunrisers Hyderabad,130
829757,1,Delhi Daredevils,Royal Challengers Bangalore,95
829757,2,Royal Challengers Bangalore,Delhi Daredevils,99
829753,1,Chennai Super Kings,Kings XI Punjab,192
829753,2,Kings XI Punjab,Chennai Super Kings,95
829751,1,Mumbai Indians,Sunrisers Hyderabad,157
829751,2,Sunrisers Hyderabad,Mumbai Indians,137
