ID,innings,BattingTeam,bowling_team,batter,batsman_run,Balls_Faced,No_of_fours,No_of_sixes,Strike_rate,Season,City,bowler,kind,fielders_involved
335982,1,Kolkata Knight Riders,Royal Challengers Bangalore,BB McCullum,158,73,10,13,216.44,2008,Bangalore,0,0,0
335982,1,Kolkata Knight Riders,Royal Challengers Bangalore,DJ Hussey,12,12,1,0,100.0,2008,Bangalore,AA Noffke,caught,CL White
335982,1,Kolkata Knight Riders,Royal Challengers Bangalore,Mohammad Hafeez,5,3,1,0,166.67,2008,Bangalore,0,0,0
335982,1,Kolkata Knight Riders,Royal Challengers Bangalore,RT Ponting,20,20,1,1,100.0,2008,Bangalore,JH Kallis,caught,P Kumar
335982,1,Kolkata Knight Riders,Royal Challengers Bangalore,SC Ganguly,10,12,2,0,83.33,2008,Bangalore,Z Khan,caught,JH Kallis
335982,2,Royal Challengers Bangalore,Kolkata Knight Riders,AA Noffke,9,10,1,0,90.0,2008,Bangalore,SC Ganguly,run out,AB Agarkar
335982,2,Royal Challengers Bangalore,Kolkata Knight Riders,B Akhil,0,2,0,0,0.0,2008,Bangalore,AB Agarkar,caught,RT Ponting
335982,2,Royal Challengers Bangalore,Kolkata Knight Riders,CL White,6,10,0,0,60.0,2008,Bangalore,AB Agarkar,caught,WP Saha
335982,2,Royal Challengers Bangalore,Kolkata Knight Riders,JH Kallis,8,7,0,1,114.29,2008,Bangalore,AB Agarkar,caught,M Kartik
335982,2,Royal Challengers Bangalore,Kolkata Knight Riders,MV Boucher,7,9,1,0,77.78,2008,Bangalore,SC Ganguly,caught,M Kartik
335982,2,Royal Challengers Bangalore,Kolkata Knight Riders,P Kumar,18,15,1,2,120.0,2008,Bangalore,0,0,0
335982,2,Royal Challengers Bangalore,Kolkata Knight Riders,R Dravid,2,3,0,0,66.67,2008,Bangalore,I Sharma,bowled,0
335982,2,Royal Challengers Bangalore,Kolkata Knight Riders,SB Joshi,3,6,0,0,50.0,2008,Bangalore,LR Shukla,caught,BB McCullum
335982,2,Royal Challengers Bangalore,Kolkata Knight Riders,V Kohli,1,5,0,0,20.0,2008,Bangalore,AB Dinda,bowled,0
335982,2,Royal Challengers Bangalore,Kolkata Knight Riders,W Jaffer,6,16,0,0,37.5,2008,Bangalore,AB Dinda,caught,RT Ponting
335982,2,Royal Challengers Bangalore,Kolkata Knight Riders,Z Khan,3,8,0,0,37.5,2008,Bangalore,SC Ganguly,bowled,0
335983,1,Chennai Super Kings,Kings XI Punjab,JDP Oram,13,10,0,1,130.0,2008,Chandigarh,IK Pathan,bowled,0
335983,1,Chennai Super Kings,Kings XI Punjab,MEK Hussey,116,54,8,9,214.81,2008,Chandigarh,0,0,0
335983,1,Chennai Super Kings,Kings XI Punjab,ML Hayden,25,17,4,1,147.06,2008,Chandigarh,IK Pathan,bowled,0
335983,1,Chennai Super Kings,Kings XI Punjab,MS Dhoni,2,3,0,0,66.67,2008,Chandigarh,JR Hopes,lbw,0
335983,1,Chennai Super Kings,Kings XI Punjab,PA Patel,15,10,3,0,150.0,2008,Chandigarh,B Lee,caught,KC Sangakkara
335983,1,Chennai Super Kings,Kings XI Punjab,S Badrinath,31,14,3,2,221.43,2008,Chandigarh,0,0,0
335983,1,Chennai Super Kings,Kings XI Punjab,SK Raina,32,13,2,3,246.15,2008,Chandigarh,WA Mota,caught,IK Pathan
335983,2,Kings XI Punjab,Chennai Super Kings,IK Pathan,3,5,0,0,60.0,2008,Chandigarh,0,0,0
335983,2,Kings XI Punjab,Chennai Super Kings,JR Hopes,71,33,10,3,215.15,2008,Chandigarh,P Amarnath,caught,Joginder Sharma
335983,2,Kings XI Punjab,Chennai Super Kings,K Goel,24,19,2,1,126.32,2008,Chandigarh,MS Gony,caught,PA Patel
335983,2,Kings XI Punjab,Chennai Super Kings,KC Sangakkara,54,33,5,2,163.64,2008,Chandigarh,M Muralitharan,caught,Joginder Sharma
335983,2,Kings XI Punjab,Chennai Super Kings,SM Katich,21,17,0,1,123.53,2008,Chandigarh,0,0,0
335983,2,Kings XI Punjab,Chennai Super Kings,Yuvraj Singh,23,13,1,2,176.92,2008,Chandigarh,Joginder Sharma,caught,P Amarnath
335984,1,Rajasthan Royals,Delhi Daredevils,D Salunkhe,26,20,4,0,130.0,2008,Delhi,0,0,0
335984,1,Rajasthan Royals,Delhi Daredevils,DS Lehmann,1,2,0,0,50.0,2008,Delhi,MF Maharoof,lbw,0
335984,1,Rajasthan Royals,Delhi Daredevils,M Kaif,9,19,0,0,47.37,2008,Delhi,R Bhatia,caught,B Geeves
335984,1,Rajasthan Royals,Delhi Daredevils,M Rawat,2,4,0,0,50.0,2008,Delhi,R Bhatia,bowled,0
335984,1,Rajasthan Royals,Delhi Daredevils,RA Jadeja,29,23,2,2,126.09,2008,Delhi,DL Vettori,bowled,0
335984,1,Rajasthan Royals,Delhi Daredevils,SK Trivedi,3,7,0,0,42.86,2008,Delhi,0,0,0
335984,1,Rajasthan Royals,Delhi Daredevils,SK Warne,14,13,2,0,107.69,2008,Delhi,MF Maharoof,bowled,0
335984,1,Rajasthan Royals,Delhi Daredevils,SR Watson,21,15,4,0,140.0,2008,Delhi,R Bhatia,run out,0
335984,1,Rajasthan Royals,Delhi Daredevils,T Kohli,7,12,0,1,58.33,2008,Delhi,GD McGrath,caught,M Manhas
335984,1,Rajasthan Royals,Delhi Daredevils,YK Pathan,10,5,2,0,200.0,2008,Delhi,B Geeves,run out,0
335984,2,Delhi Daredevils,Rajasthan Royals,G Gambhir,58,46,7,1,126.09,2008,Delhi,0,0,0
335984,2,Delhi Daredevils,Rajasthan Royals,S Dhawan,52,41,8,0,126.83,2008,Delhi,0,0,0
335984,2,Delhi Daredevils,Rajasthan Royals,V Sehwag,12,4,3,0,300.0,2008,Delhi,SR Watson,bowled,0
335985,1,Mumbai Indians,Royal Challengers Bangalore,AM Nayar,20,14,1,1,142.86,2008,Mumbai,P Kumar,caught,Z Khan
335985,1,Mumbai Indians,Royal Challengers Bangalore,DJ Thornely,0,5,0,0,0.0,2008,Mumbai,Z Khan,retired hurt,0
335985,1,Mumbai Indians,Royal Challengers Bangalore,Harbhajan Singh,2,2,0,0,100.0,2008,Mumbai,0,0,0
335985,1,Mumbai Indians,Royal Challengers Bangalore,L Ronchi,8,10,2,0,80.0,2008,Mumbai,Z Khan,caught,V Kohli
335985,1,Mumbai Indians,Royal Challengers Bangalore,PR Shah,19,23,2,0,82.61,2008,Mumbai,B Akhil,caught,V Kohli
335985,1,Mumbai Indians,Royal Challengers Bangalore,RV Uthappa,48,38,5,1,126.32,2008,Mumbai,B Akhil,stumped,MV Boucher
335985,1,Mumbai Indians,Royal Challengers Bangalore,SM Pollock,28,12,3,2,233.33,2008,Mumbai,Z Khan,bowled,0
335985,1,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,29,16,5,1,181.25,2008,Mumbai,Z Khan,run out,Z Khan
335985,2,Royal Challengers Bangalore,Mumbai Indians,B Akhil,3,5,0,0,60.0,2008,Mumbai,0,0,0
335985,2,Royal Challengers Bangalore,Mumbai Indians,JH Kallis,25,24,0,1,104.17,2008,Mumbai,Harbhajan Singh,caught,AM Nayar
335985,2,Royal Challengers Bangalore,Mumbai Indians,LRPL Taylor,23,12,1,2,191.67,2008,Mumbai,ST Jayasuriya,caught,AM Nayar
335985,2,Royal Challengers Bangalore,Mumbai Indians,MV Boucher,39,19,4,2,205.26,2008,Mumbai,0,0,0
335985,2,Royal Challengers Bangalore,Mumbai Indians,R Dravid,32,33,4,0,96.97,2008,Mumbai,Harbhajan Singh,caught and bowled,0
335985,2,Royal Challengers Bangalore,Mumbai Indians,S Chanderpaul,16,11,3,0,145.45,2008,Mumbai,DS Kulkarni,caught,AM Nayar
335985,2,Royal Challengers Bangalore,Mumbai Indians,V Kohli,23,14,3,1,164.29,2008,Mumbai,A Nehra,caught,L Ronchi
335986,1,Deccan Chargers,Kolkata Knight Riders,A Symonds,32,39,2,2,82.05,2008,Kolkata,AB Agarkar,caught,DJ Hussey
335986,1,Deccan Chargers,Kolkata Knight Riders,AC Gilchrist,23,22,1,2,104.55,2008,Kolkata,M Kartik,caught,Mohammad Hafeez
335986,1,Deccan Chargers,Kolkata Knight Riders,AS Yadav,10,10,0,1,100.0,2008,Kolkata,DJ Hussey,caught,AB Dinda
335986,1,Deccan Chargers,Kolkata Knight Riders,RG Sharma,0,3,0,0,0.0,2008,Kolkata,M Kartik,caught,WP Saha
335986,1,Deccan Chargers,Kolkata Knight Riders,RP Singh,1,2,0,0,50.0,2008,Kolkata,0,0,0
335986,1,Deccan Chargers,Kolkata Knight Riders,SB Bangar,14,10,1,1,140.0,2008,Kolkata,M Kartik,caught,WP Saha
335986,1,Deccan Chargers,Kolkata Knight Riders,SB Styris,6,7,1,0,85.71,2008,Kolkata,Mohammad Hafeez,bowled,0
335986,1,Deccan Chargers,Kolkata Knight Riders,VVS Laxman,0,6,0,0,0.0,2008,Kolkata,AB Dinda,caught,LR Shukla
335986,1,Deccan Chargers,Kolkata Knight Riders,WPUJC Vaas,0,1,0,0,0.0,2008,Kolkata,AB Agarkar,caught,SC Ganguly
335986,1,Deccan Chargers,Kolkata Knight Riders,Y Venugopal Rao,14,14,1,0,100.0,2008,Kolkata,I Sharma,caught,M Kartik
335986,2,Kolkata Knight Riders,Deccan Chargers,BB McCullum,5,5,1,0,100.0,2008,Kolkata,RP Singh,caught,RG Sharma
335986,2,Kolkata Knight Riders,Deccan Chargers,DJ Hussey,38,43,1,3,88.37,2008,Kolkata,0,0,0
335986,2,Kolkata Knight Riders,Deccan Chargers,LR Shukla,4,6,0,0,66.67,2008,Kolkata,0,0,0
335986,2,Kolkata Knight Riders,Deccan Chargers,Mohammad Hafeez,13,13,1,1,100.0,2008,Kolkata,PP Ojha,caught,A Symonds
335986,2,Kolkata Knight Riders,Deccan Chargers,RT Ponting,0,1,0,0,0.0,2008,Kolkata,WPUJC Vaas,lbw,0
335986,2,Kolkata Knight Riders,Deccan Chargers,SC Ganguly,14,30,1,0,46.67,2008,Kolkata,PP Ojha,bowled,0
335986,2,Kolkata Knight Riders,Deccan Chargers,WP Saha,10,17,1,0,58.82,2008,Kolkata,WPUJC Vaas,caught,SB Styris
335987,1,Kings XI Punjab,Rajasthan Royals,B Lee,0,2,0,0,0.0,2008,Jaipur,SK Trivedi,caught,Kamran Akmal
335987,1,Kings XI Punjab,Rajasthan Royals,DPMD Jayawardene,2,4,0,0,50.0,2008,Jaipur,D Salunkhe,stumped,Kamran Akmal
335987,1,Kings XI Punjab,Rajasthan Royals,IK Pathan,12,19,0,1,63.16,2008,Jaipur,SK Trivedi,bowled,0
335987,1,Kings XI Punjab,Rajasthan Royals,JR Hopes,16,16,2,0,100.0,2008,Jaipur,SK Warne,lbw,0
335987,1,Kings XI Punjab,Rajasthan Royals,K Goel,26,21,3,2,123.81,2008,Jaipur,MM Patel,bowled,0
335987,1,Kings XI Punjab,Rajasthan Royals,KC Sangakkara,20,8,3,1,250.0,2008,Jaipur,SK Warne,caught and bowled,0
335987,1,Kings XI Punjab,Rajasthan Royals,PP Chawla,24,11,4,0,218.18,2008,Jaipur,0,0,0
335987,1,Kings XI Punjab,Rajasthan Royals,S Sohal,4,4,0,0,100.0,2008,Jaipur,MM Patel,run out,RA Jadeja
335987,1,Kings XI Punjab,Rajasthan Royals,WA Mota,1,1,0,0,100.0,2008,Jaipur,0,0,0
335987,1,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,57,34,6,3,167.65,2008,Jaipur,SK Warne,lbw,0
335987,2,Rajasthan Royals,Kings XI Punjab,DS Lehmann,17,16,3,0,106.25,2008,Jaipur,IK Pathan,lbw,0
335987,2,Rajasthan Royals,Kings XI Punjab,Kamran Akmal,15,10,2,1,150.0,2008,Jaipur,JR Hopes,caught,PP Chawla
335987,2,Rajasthan Royals,Kings XI Punjab,M Kaif,5,8,1,0,62.5,2008,Jaipur,S Sreesanth,caught,KC Sangakkara
335987,2,Rajasthan Royals,Kings XI Punjab,RA Jadeja,36,25,5,1,144.0,2008,Jaipur,0,0,0
335987,2,Rajasthan Royals,Kings XI Punjab,SR Watson,76,49,5,5,155.1,2008,Jaipur,0,0,0
335987,2,Rajasthan Royals,Kings XI Punjab,YK Pathan,7,5,1,0,140.0,2008,Jaipur,B Lee,caught and bowled,0
335988,1,Deccan Chargers,Delhi Daredevils,A Symonds,12,13,2,0,92.31,2008,Hyderabad,MF Maharoof,caught,KD Karthik
335988,1,Deccan Chargers,Delhi Daredevils,AC Gilchrist,8,9,0,1,88.89,2008,Hyderabad,Mohammad Asif,bowled,0
335988,1,Deccan Chargers,Delhi Daredevils,AS Yadav,12,7,2,0,171.43,2008,Hyderabad,VY Mahesh,caught,G Gambhir
335988,1,Deccan Chargers,Delhi Daredevils,RG Sharma,66,36,6,4,183.33,2008,Hyderabad,R Bhatia,caught,GD McGrath
335988,1,Deccan Chargers,Delhi Daredevils,RP Singh,1,1,0,0,100.0,2008,Hyderabad,0,0,0
335988,1,Deccan Chargers,Delhi Daredevils,SB Bangar,8,14,0,0,57.14,2008,Hyderabad,R Bhatia,run out,MK Tiwary
335988,1,Deccan Chargers,Delhi Daredevils,Shahid Afridi,2,7,0,0,28.57,2008,Hyderabad,R Bhatia,lbw,0
335988,1,Deccan Chargers,Delhi Daredevils,VVS Laxman,2,6,0,0,33.33,2008,Hyderabad,Mohammad Asif,bowled,0
335988,1,Deccan Chargers,Delhi Daredevils,WPUJC Vaas,12,6,0,1,200.0,2008,Hyderabad,0,0,0
335988,1,Deccan Chargers,Delhi Daredevils,Y Venugopal Rao,14,22,2,0,63.64,2008,Hyderabad,MF Maharoof,caught,S Dhawan
335988,2,Delhi Daredevils,Deccan Chargers,G Gambhir,12,9,2,0,133.33,2008,Hyderabad,RP Singh,caught,AC Gilchrist
335988,2,Delhi Daredevils,Deccan Chargers,S Dhawan,25,28,3,0,89.29,2008,Hyderabad,0,0,0
335988,2,Delhi Daredevils,Deccan Chargers,V Sehwag,94,41,10,6,229.27,2008,Hyderabad,0,0,0
335989,1,Chennai Super Kings,Mumbai Indians,JDP Oram,5,2,1,0,250.0,2008,Chennai,0,0,0
335989,1,Chennai Super Kings,Mumbai Indians,MEK Hussey,5,9,1,0,55.56,2008,Chennai,DS Kulkarni,bowled,0
335989,1,Chennai Super Kings,Mumbai Indians,ML Hayden,81,46,12,2,176.09,2008,Chennai,A Nehra,run out,Harbhajan Singh
335989,1,Chennai Super Kings,Mumbai Indians,MS Dhoni,30,16,4,1,187.5,2008,Chennai,MA Khote,caught,DJ Bravo
335989,1,Chennai Super Kings,Mumbai Indians,PA Patel,14,11,3,0,127.27,2008,Chennai,A Nehra,caught,L Ronchi
335989,1,Chennai Super Kings,Mumbai Indians,S Badrinath,2,1,0,0,200.0,2008,Chennai,0,0,0
335989,1,Chennai Super Kings,Mumbai Indians,SK Raina,53,37,3,3,143.24,2008,Chennai,MA Khote,caught,DJ Bravo
335989,2,Mumbai Indians,Chennai Super Kings,A Nehra,1,2,0,0,50.0,2008,Chennai,0,0,0
335989,2,Mumbai Indians,Chennai Super Kings,AM Nayar,45,20,6,1,225.0,2008,Chennai,0,0,0
335989,2,Mumbai Indians,Chennai Super Kings,DJ Bravo,24,16,2,1,150.0,2008,Chennai,Joginder Sharma,caught,JDP Oram
335989,2,Mumbai Indians,Chennai Super Kings,Harbhajan Singh,28,14,1,3,200.0,2008,Chennai,M Muralitharan,caught,S Badrinath
335989,2,Mumbai Indians,Chennai Super Kings,L Ronchi,2,3,0,0,66.67,2008,Chennai,JDP Oram,run out,S Badrinath
335989,2,Mumbai Indians,Chennai Super Kings,MA Khote,9,5,0,1,180.0,2008,Chennai,M Muralitharan,caught,SK Raina
335989,2,Mumbai Indians,Chennai Super Kings,RV Uthappa,43,36,6,1,119.44,2008,Chennai,Joginder Sharma,bowled,0
335989,2,Mumbai Indians,Chennai Super Kings,SM Pollock,17,15,0,1,113.33,2008,Chennai,P Amarnath,bowled,0
335989,2,Mumbai Indians,Chennai Super Kings,ST Jayasuriya,20,11,4,0,181.82,2008,Chennai,MS Gony,caught,Joginder Sharma
335990,1,Deccan Chargers,Rajasthan Royals,A Symonds,117,53,11,7,220.75,2008,Hyderabad,0,0,0
335990,1,Deccan Chargers,Rajasthan Royals,AC Gilchrist,13,9,3,0,144.44,2008,Hyderabad,YK Pathan,stumped,Kamran Akmal
335990,1,Deccan Chargers,Rajasthan Royals,AS Yadav,16,9,3,0,177.78,2008,Hyderabad,SR Watson,caught,Kamran Akmal
335990,1,Deccan Chargers,Rajasthan Royals,RG Sharma,36,30,3,1,120.0,2008,Hyderabad,SK Warne,caught,D Salunkhe
335990,1,Deccan Chargers,Rajasthan Royals,Shahid Afridi,10,4,1,1,250.0,2008,Hyderabad,YK Pathan,caught,RA Jadeja
335990,1,Deccan Chargers,Rajasthan Royals,VVS Laxman,16,16,3,0,100.0,2008,Hyderabad,SK Warne,caught and bowled,0
335990,2,Rajasthan Royals,Deccan Chargers,D Salunkhe,1,1,0,0,100.0,2008,Hyderabad,RP Singh,run out,VVS Laxman
335990,2,Rajasthan Royals,Deccan Chargers,GC Smith,71,45,9,2,157.78,2008,Hyderabad,Shahid Afridi,caught,D Kalyankrishna
335990,2,Rajasthan Royals,Deccan Chargers,Kamran Akmal,12,9,1,1,133.33,2008,Hyderabad,WPUJC Vaas,caught,SB Bangar
335990,2,Rajasthan Royals,Deccan Chargers,M Kaif,34,16,2,3,212.5,2008,Hyderabad,Shahid Afridi,caught,A Symonds
335990,2,Rajasthan Royals,Deccan Chargers,Pankaj Singh,4,3,0,0,133.33,2008,Hyderabad,0,0,0
335990,2,Rajasthan Royals,Deccan Chargers,RA Jadeja,1,3,0,0,33.33,2008,Hyderabad,RP Singh,bowled,0
335990,2,Rajasthan Royals,Deccan Chargers,SK Warne,22,9,2,2,244.44,2008,Hyderabad,0,0,0
335990,2,Rajasthan Royals,Deccan Chargers,SR Watson,4,6,0,0,66.67,2008,Hyderabad,Shahid Afridi,bowled,0
335990,2,Rajasthan Royals,Deccan Chargers,YK Pathan,61,28,4,6,217.86,2008,Hyderabad,D Kalyankrishna,caught,A Symonds
335991,1,Kings XI Punjab,Mumbai Indians,B Lee,16,8,2,1,200.0,2008,Chandigarh,0,0,0
335991,1,Kings XI Punjab,Mumbai Indians,DPMD Jayawardene,12,7,0,1,171.43,2008,Chandigarh,Harbhajan Singh,caught,AM Rahane
335991,1,Kings XI Punjab,Mumbai Indians,IK Pathan,6,3,0,0,200.0,2008,Chandigarh,A Nehra,caught,DS Kulkarni
335991,1,Kings XI Punjab,Mumbai Indians,K Goel,18,21,1,1,85.71,2008,Chandigarh,Harbhajan Singh,run out,DJ Bravo
335991,1,Kings XI Punjab,Mumbai Indians,KC Sangakkara,94,56,13,1,167.86,2008,Chandigarh,Harbhajan Singh,caught,DS Kulkarni
335991,1,Kings XI Punjab,Mumbai Indians,PP Chawla,0,1,0,0,0.0,2008,Chandigarh,Harbhajan Singh,lbw,0
335991,1,Kings XI Punjab,Mumbai Indians,RR Sarwan,7,9,0,0,77.78,2008,Chandigarh,A Nehra,caught,Harbhajan Singh
335991,1,Kings XI Punjab,Mumbai Indians,S Sohal,0,4,0,0,0.0,2008,Chandigarh,DS Kulkarni,caught,A Nehra
335991,1,Kings XI Punjab,Mumbai Indians,S Sreesanth,0,1,0,0,0.0,2008,Chandigarh,DS Kulkarni,caught,L Ronchi
335991,1,Kings XI Punjab,Mumbai Indians,VRV Singh,4,2,1,0,200.0,2008,Chandigarh,DS Kulkarni,run out,Harbhajan Singh
335991,1,Kings XI Punjab,Mumbai Indians,Yuvraj Singh,18,9,1,1,200.0,2008,Chandigarh,SM Pollock,caught,DJ Bravo
335991,2,Mumbai Indians,Kings XI Punjab,A Nehra,2,10,0,0,20.0,2008,Chandigarh,0,0,0
335991,2,Mumbai Indians,Kings XI Punjab,AM Nayar,2,3,0,0,66.67,2008,Chandigarh,IK Pathan,caught,PP Chawla
335991,2,Mumbai Indians,Kings XI Punjab,DJ Bravo,23,21,4,0,109.52,2008,Chandigarh,PP Chawla,bowled,0
335991,2,Mumbai Indians,Kings XI Punjab,DS Kulkarni,2,16,0,0,12.5,2008,Chandigarh,0,0,0
335991,2,Mumbai Indians,Kings XI Punjab,Harbhajan Singh,0,1,0,0,0.0,2008,Chandigarh,IK Pathan,lbw,0
335991,2,Mumbai Indians,Kings XI Punjab,L Ronchi,11,8,1,1,137.5,2008,Chandigarh,B Lee,run out,B Lee
335991,2,Mumbai Indians,Kings XI Punjab,MA Khote,8,7,1,0,114.29,2008,Chandigarh,S Sreesanth,hit wicket,0
335991,2,Mumbai Indians,Kings XI Punjab,RV Uthappa,21,18,2,1,116.67,2008,Chandigarh,VRV Singh,caught,RR Sarwan
335991,2,Mumbai Indians,Kings XI Punjab,SM Pollock,22,21,2,1,104.76,2008,Chandigarh,S Sreesanth,caught,Yuvraj Singh
335991,2,Mumbai Indians,Kings XI Punjab,SS Tiwary,17,10,2,1,170.0,2008,Chandigarh,PP Chawla,bowled,0
335991,2,Mumbai Indians,Kings XI Punjab,ST Jayasuriya,1,7,0,0,14.29,2008,Chandigarh,B Lee,caught and bowled,0
335992,1,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,11,10,2,0,110.0,2008,Bangalore,SK Trivedi,caught,MM Patel
335992,1,Royal Challengers Bangalore,Rajasthan Royals,LRPL Taylor,44,20,6,3,220.0,2008,Bangalore,MM Patel,caught,GC Smith
335992,1,Royal Challengers Bangalore,Rajasthan Royals,MV Boucher,4,10,0,0,40.0,2008,Bangalore,SK Warne,caught,M Rawat
335992,1,Royal Challengers Bangalore,Rajasthan Royals,P Kumar,34,30,2,3,113.33,2008,Bangalore,SR Watson,run out,M Rawat
335992,1,Royal Challengers Bangalore,Rajasthan Royals,R Dravid,0,1,0,0,0.0,2008,Bangalore,SR Watson,caught,RA Jadeja
335992,1,Royal Challengers Bangalore,Rajasthan Royals,R Vinay Kumar,1,1,0,0,100.0,2008,Bangalore,0,0,0
335992,1,Royal Challengers Bangalore,Rajasthan Royals,S Chanderpaul,2,9,0,0,22.22,2008,Bangalore,SR Watson,caught,RA Jadeja
335992,1,Royal Challengers Bangalore,Rajasthan Royals,SB Joshi,3,8,0,0,37.5,2008,Bangalore,SK Warne,run out,Sohail Tanvir
335992,1,Royal Challengers Bangalore,Rajasthan Royals,V Kohli,13,14,0,1,92.86,2008,Bangalore,MM Patel,caught,M Rawat
335992,1,Royal Challengers Bangalore,Rajasthan Royals,Z Khan,17,18,2,0,94.44,2008,Bangalore,0,0,0
335992,2,Rajasthan Royals,Royal Challengers Bangalore,GC Smith,49,42,8,0,116.67,2008,Bangalore,SB Joshi,caught,A Kumble
335992,2,Rajasthan Royals,Royal Challengers Bangalore,M Kaif,4,6,1,0,66.67,2008,Bangalore,0,0,0
335992,2,Rajasthan Royals,Royal Challengers Bangalore,M Rawat,0,2,0,0,0.0,2008,Bangalore,P Kumar,caught,MV Boucher
335992,2,Rajasthan Royals,Royal Challengers Bangalore,SR Watson,61,41,8,2,148.78,2008,Bangalore,0,0,0
335992,2,Rajasthan Royals,Royal Challengers Bangalore,YK Pathan,21,12,5,0,175.0,2008,Bangalore,Z Khan,caught,MV Boucher
335993,1,Kolkata Knight Riders,Chennai Super Kings,AB Agarkar,11,9,1,0,122.22,2008,Chennai,MS Gony,caught,M Muralitharan
335993,1,Kolkata Knight Riders,Chennai Super Kings,BB McCullum,24,12,2,2,200.0,2008,Chennai,JDP Oram,caught,SK Raina
335993,1,Kolkata Knight Riders,Chennai Super Kings,DJ Hussey,0,2,0,0,0.0,2008,Chennai,P Amarnath,caught,S Badrinath
335993,1,Kolkata Knight Riders,Chennai Super Kings,I Sharma,4,3,0,0,133.33,2008,Chennai,0,0,0
335993,1,Kolkata Knight Riders,Chennai Super Kings,LR Shukla,42,33,4,1,127.27,2008,Chennai,Joginder Sharma,run out,MS Dhoni
335993,1,Kolkata Knight Riders,Chennai Super Kings,M Kartik,3,3,0,0,100.0,2008,Chennai,JDP Oram,caught and bowled,0
335993,1,Kolkata Knight Riders,Chennai Super Kings,Mohammad Hafeez,16,24,1,0,66.67,2008,Chennai,P Amarnath,caught,Joginder Sharma
335993,1,Kolkata Knight Riders,Chennai Super Kings,RT Ponting,0,1,0,0,0.0,2008,Chennai,JDP Oram,caught,SK Raina
335993,1,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,12,19,1,0,63.16,2008,Chennai,Joginder Sharma,caught,S Badrinath
335993,1,Kolkata Knight Riders,Chennai Super Kings,WP Saha,27,16,5,1,168.75,2008,Chennai,MS Gony,bowled,0
335993,2,Chennai Super Kings,Kolkata Knight Riders,ML Hayden,70,49,6,3,142.86,2008,Chennai,0,0,0
335993,2,Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,43,27,3,2,159.26,2008,Chennai,0,0,0
335993,2,Chennai Super Kings,Kolkata Knight Riders,PA Patel,21,27,3,0,77.78,2008,Chennai,AB Agarkar,caught,I Sharma
335994,1,Mumbai Indians,Deccan Chargers,AM Nayar,34,19,1,3,178.95,2008,Mumbai,DNT Zoysa,caught,AC Gilchrist
335994,1,Mumbai Indians,Deccan Chargers,AM Rahane,0,7,0,0,0.0,2008,Mumbai,SB Bangar,caught,PP Ojha
335994,1,Mumbai Indians,Deccan Chargers,DJ Bravo,34,18,3,1,188.89,2008,Mumbai,RP Singh,caught,PP Ojha
335994,1,Mumbai Indians,Deccan Chargers,L Ronchi,13,11,3,0,118.18,2008,Mumbai,RP Singh,caught,VVS Laxman
335994,1,Mumbai Indians,Deccan Chargers,MA Khote,7,10,1,0,70.0,2008,Mumbai,0,0,0
335994,1,Mumbai Indians,Deccan Chargers,RV Uthappa,6,5,1,0,120.0,2008,Mumbai,Shahid Afridi,caught,AC Gilchrist
335994,1,Mumbai Indians,Deccan Chargers,SM Pollock,31,31,3,1,100.0,2008,Mumbai,SB Bangar,bowled,0
335994,1,Mumbai Indians,Deccan Chargers,ST Jayasuriya,18,21,2,0,85.71,2008,Mumbai,Shahid Afridi,caught,RG Sharma
335994,2,Deccan Chargers,Mumbai Indians,AC Gilchrist,109,47,9,10,231.91,2008,Mumbai,0,0,0
335994,2,Deccan Chargers,Mumbai Indians,VVS Laxman,37,26,4,1,142.31,2008,Mumbai,0,0,0
335995,1,Delhi Daredevils,Kings XI Punjab,G Gambhir,18,14,3,0,128.57,2008,Chandigarh,VRV Singh,caught,Yuvraj Singh
335995,1,Delhi Daredevils,Kings XI Punjab,KD Karthik,24,14,2,1,171.43,2008,Chandigarh,Yuvraj Singh,bowled,0
335995,1,Delhi Daredevils,Kings XI Punjab,MF Maharoof,18,12,2,0,150.0,2008,Chandigarh,IK Pathan,run out,DPMD Jayawardene
335995,1,Delhi Daredevils,Kings XI Punjab,MK Tiwary,39,34,6,0,114.71,2008,Chandigarh,VRV Singh,caught,Yuvraj Singh
335995,1,Delhi Daredevils,Kings XI Punjab,R Bhatia,17,15,1,1,113.33,2008,Chandigarh,IK Pathan,bowled,0
335995,1,Delhi Daredevils,Kings XI Punjab,S Dhawan,0,3,0,0,0.0,2008,Chandigarh,B Lee,caught,KC Sangakkara
335995,1,Delhi Daredevils,Kings XI Punjab,Shoaib Malik,19,17,3,0,111.76,2008,Chandigarh,VRV Singh,caught,B Lee
335995,1,Delhi Daredevils,Kings XI Punjab,V Sehwag,6,6,1,0,100.0,2008,Chandigarh,IK Pathan,lbw,0
335995,1,Delhi Daredevils,Kings XI Punjab,VY Mahesh,6,5,0,0,120.0,2008,Chandigarh,0,0,0
335995,2,Kings XI Punjab,Delhi Daredevils,B Lee,1,3,0,0,33.33,2008,Chandigarh,0,0,0
